Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
bifidobacterium bifidum;3783210;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16182395"")";;;putative uncharacterized protein encoded by mir7-3hg (homo sapiens);385479;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance', 'Immunologic Factor'];45431;does not cause, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18340631"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19167425"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19327645"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of microbiological methods;16182395;Euretos, Euretos, Euretos;4, 4, 4;Proteomics, Brain research reviews, The journal of pain : official journal of the American Pain Society;18340631, 19167425, 19327645
bifidobacterium bifidum;3783210;['Bacterium'];interacts with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10509245"")";;;antibodies;293816;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];26807;disrupts, affects, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23337714"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1376888"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8693777"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of dairy science;10509245;Euretos, Euretos, Euretos;4, 4, 4;Neuroreport, Pain, Zhurnal vysshei nervnoi deiatelnosti imeni I P Pavlova;23337714, 1376888, 8693777
bifidobacterium bifidum;3783210;['Bacterium'];produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15242942"")";;;interleukin-10;2321524;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];7674;affects, does not affect, disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25711612"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17184847"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9663559"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Clinical and diagnostic laboratory immunology;15242942;Euretos, Euretos, Euretos;4, 4, 4;Experimental physiology, Journal of neuroimmunology, Journal of neuroimmunology;25711612, 17184847, 9663559
bifidobacterium bifidum;3783210;['Bacterium'];does not produce;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8318673"")";;;cytokine;174248;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];19025;augments, affects, disrupts, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18420346"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12015213"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12096890"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;European cytokine network;8318673;Euretos, Euretos, Euretos, Euretos;4, 4, 4;Neuroscience letters, Neuropharmacology, Brain, behavior, and immunity;18420346, 12015213, 12096890
bifidobacterium animalis;3674721;['Bacterium'];produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24296725"")";;;interleukin-10;2321524;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];7674;affects, does not affect, disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25711612"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17184847"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9663559"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of innate immunity;24296725;Euretos, Euretos, Euretos;4, 4, 4;Experimental physiology, Journal of neuroimmunology, Journal of neuroimmunology;25711612, 17184847, 9663559
clostridium tetani;330973;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8866611"")";;;putative uncharacterized protein encoded by mir7-3hg (homo sapiens);385479;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance', 'Immunologic Factor'];45431;does not cause, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18340631"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19167425"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19327645"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Toxicon : official journal of the International Society on Toxinology;8866611;Euretos, Euretos, Euretos;4, 4, 4;Proteomics, Brain research reviews, The journal of pain : official journal of the American Pain Society;18340631, 19167425, 19327645
clostridium tetani;330973;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4927406"")";;;immune sera;331489;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor'];11045;affects, inhibits, treats, does not augment, does not affect;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18448607"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10870734"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8616632"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Applied microbiology;4927406;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;American journal of physiology. Regulatory, integrative and comparative physiology, The Clinical journal of pain, Brain research, Neuroscience letters, Peptides;18448607, 10870734, 8616632, 3264395, 7134029
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23403027"")";;;vaccines, subunit;7277;['Pharmacologic Substance', 'Immunologic Factor'];675;indicates;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D022223"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21987460"")";;inflammation;2569713;['Pathologic Function'];11,0;Euretos, Pubmed;4;International journal of biological macromolecules;23403027;CTD;curated database, 4;Comparative Toxicogenomics Database, Toxicological sciences : an official journal of the Society of Toxicology;Not available, 21987460
proteus mirabilis;943113;['Bacterium', 'Species'];interacts with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2661322"")";;;interferons;976954;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor'];7581;prevents, affects, augments, disrupts, predisposes, treats, causes, is associated with, is associated with, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20575661"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25795587"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24839552"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;FEMS microbiology letters;2661322;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4, 4;The Journal of infectious diseases, Journal of hepatology, Journal of ophthalmology, Science translational medicine, Immunology and cell biology, Kidney international, Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.), Veterinary immunology and immunopathology, Journal of hepatology, Drugs;20575661, 25795587, 24839552, 26511510, 10540206, 17377506, 3033682, 7856061, 2079575, 2482167
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/107050"")";;;vaccines;719538;['Pharmacologic Substance', 'Immunologic Factor'];8015;disrupts, causes, prevents, treats, does not cause, is associated with, predisposes, augments, affects, inhibits;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21337914"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26439962"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/27023444"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Folia biologica;107050;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4, 4;Asian Pacific journal of allergy and immunology, Journal of neuroimmunology, PloS one, Cellular immunology, Human vaccines & immunotherapeutics, Cancer prevention research (Philadelphia, Pa.), Microbes and infection, The American journal of tropical medicine and hygiene, Vaccine, Revue de pathologie comparee;21337914, 26439962, 27023444, 22960278, 25622092, 20332301, 12814774, 2492778, 10418903, 5892191
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2851555"")";;;porin;647265;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];1362;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6315592"")";;;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Infection;2851555;Euretos;4;Infection and immunity;6315592
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6377019"")";;;surface antigens;61370;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];2778;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7937032"")";;;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Microbios;6377019;Euretos;4;Nordisk medicin;7937032
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15481928"")";;;antigens, bacterial;410799;['Immunologic Factor'];602;causes, is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18158717"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7944640"")";;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Zhurnal mikrobiologii, epidemiologii, i immunobiologii;15481928;Euretos, Euretos;4, 4;Journal of aerosol medicine : the official journal of the International Society for Aerosols in Medicine, Annals of the rheumatic diseases;18158717, 7944640
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1936932"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7002546"")";;putative uncharacterized protein encoded by mir7-3hg (homo sapiens);385479;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance', 'Immunologic Factor'];45431;treats, complicates, prevents, predisposes, affects, is associated with, is associated with, disrupts, augments, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22819995"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20016375"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26481914"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;FEMS microbiology letters, European journal of biochemistry;1936932, 7002546;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4, 4;Biochimie, Critical care medicine, Immunologic research, Nature reviews. Immunology, The Journal of pathology, Arthritis & rheumatology (Hoboken, N.J.), European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery, Investigative ophthalmology & visual science, Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology, Agents and actions;22819995, 20016375, 26481914, 20029446, 23007838, 24470346, 16723247, 9430540, 11774653, 3630861
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/107050"")";;;immune sera;331489;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor'];11045;treats, produces, prevents, causes, does not affect;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9950354"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/809015"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1084371"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Folia biologica;107050;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Veterinary immunology and immunopathology, Annals of surgery, Journal of immunology (Baltimore, Md. : 1950), The Journal of experimental medicine, The Journal of experimental medicine;9950354, 809015, 1084371, 10049950, 7028911
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20555402"")";;;m nos antibody;3245546;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];3508;is associated with, does not cause, prevents;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25354050"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26420070"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19286433"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Canadian journal of microbiology;20555402;Euretos, Euretos, Euretos;4, 4, 4;PloS one, Beneficial microbes, Acta biomaterialia;25354050, 26420070, 19286433
proteus mirabilis;943113;['Bacterium', 'Species'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12226974"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9558179"")";;antibodies;293816;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];26807;affects, disrupts, does not treat, produces, prevents, is not associated with, does not disrupt, complicates, predisposes, treats, is associated with, augments, is associated with, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16831988"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26253764"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26440212"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Vestnik oftalmologii, The Journal of rheumatology;12226974, 9558179;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4;Circulation, Proceedings of the National Academy of Sciences of the United States of America, Clinical and experimental immunology, Arteriosclerosis, thrombosis, and vascular biology, The Journal of experimental medicine, International archives of allergy and applied immunology, Medizinische Klinik, Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists, Yan ke xue bao = Eye science, Immunology, Neurology, Current allergy and asthma reports, Fertility and sterility, Immunological investigations;16831988, 26253764, 26440212, 26543094, 14888823, 2583851, 42844, 15251739, 8168604, 11180, 27037230, 14531975, 8641498, 2731970
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3899045"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7000024"")";;protein s100-a8 (homo sapiens);220498;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];2001;augments, affects, causes, is associated with, is associated with, produces, treats, predisposes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20548852"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20046046"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26004773"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Archives of microbiology, Archives of microbiology;3899045, 7000024;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4;Annals of dermatology, The Tohoku journal of experimental medicine, Endocrine, metabolic & immune disorders drug targets, Antioxidants & redox signaling, The American journal of gastroenterology, Journal of clinical pathology, Analytical biochemistry, Journal of neuroimmunology;20548852, 20046046, 26004773, 20919939, 12135019, 10023339, 9570842, 10378879
proteus mirabilis;943113;['Bacterium', 'Species'];produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6139485"")";;;hemagglutinin;2114379;['Immunologic Factor'];2478;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24818619"")";;;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Journal of medical microbiology;6139485;Euretos;4;Virus research;24818619
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7957922"")";;;b-lymphocyte antigen cd20 (homo sapiens);1286664;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];674;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24652467"")";;;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;FEBS letters;7957922;Euretos;4;JAMA ophthalmology;24652467
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14426433"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/5875763"")";;antigens;1172671;['Chemical Viewed Structurally', 'Immunologic Factor'];20725;is associated with, does not affect, complicates, augments, does not cause, disrupts, produces, causes, affects, predisposes, is not associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19884219"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7549508"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16738952"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Archiv fur Hygiene und Bakteriologie, Biochemische Zeitschrift;14426433, 5875763;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4;Lupus, International archives of allergy and immunology, Springer seminars in immunopathology, Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas, Lakartidningen, Alimentary pharmacology & therapeutics, Transplantation, La Ricerca in clinica e in laboratorio, Journal of immunology (Baltimore, Md. : 1950), The Journal of experimental medicine, Clinical chemistry and laboratory medicine;19884219, 7549508, 16738952, 12937790, 12362750, 12390099, 3156436, 180584, 13525754, 13810816, 22107137
