Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
clostridium septicum;594669;['Bacterium', 'Species'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1284890"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8197808"")";;;enterocytes;614380;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;Zeitschrift fur Gastroenterologie;8197808
bacteroides caccae;4678901;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1283019"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8197808"")";;;enterocytes;614380;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;Zeitschrift fur Gastroenterologie;8197808
bacteroides ovatus;4678856;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282872"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8197808"")";;;enterocytes;614380;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;Zeitschrift fur Gastroenterologie;8197808
parabacteroides merdae;4678781;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282868"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8197808"")";;;enterocytes;614380;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;Zeitschrift fur Gastroenterologie;8197808
bacteroides stercoris;4678707;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1283023"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8197808"")";;;enterocytes;614380;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;Zeitschrift fur Gastroenterologie;8197808
bacteroides uniformis;4678570;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1283025"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8197808"")";;;enterocytes;614380;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;Zeitschrift fur Gastroenterologie;8197808
collinsella aerofaciens;4676302;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1285072"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8197808"")";;;enterocytes;614380;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;Zeitschrift fur Gastroenterologie;8197808
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1102455"")";;;gentamicins;3682100;['Carbohydrate', 'Antibiotic'];6978;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11720093"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Infection;1102455;Euretos;4;Life sciences;11720093
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4613972"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6278022"")";;endotoxins;325567;['Carbohydrate', 'Lipid', 'Hazardous or Poisonous Substance'];6917;is location of, produces, is part of, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15300199"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15770588"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9116111"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Medycyna doswiadczalna i mikrobiologia, Journal of immunology (Baltimore, Md. : 1950);4613972, 6278022;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Surgery, Seminars in pediatric surgery, The European journal of surgery = Acta chirurgica, Immunology;15300199, 15770588, 9116111, 12153521
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6995114"")";;;oligosaccharides;310004;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance'];5168;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10939515"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;European journal of biochemistry;6995114;Euretos;4;The Histochemical journal;10939515
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13830158"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;is location of, affects, is part of, produces, is administered to;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26371038"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7885277"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7901386"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Comptes rendus hebdomadaires des seances de l'Academie des sciences;13830158;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Nutrients, Metabolism: clinical and experimental, Journal of pharmaceutical sciences, The Journal of nutrition, Pflugers Archiv : European journal of physiology;26371038, 7885277, 7901386, 1729468, 7088688
bifidobacterium pseudolongum;4679329;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12100587"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;is location of, affects, is part of, produces, is administered to;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26371038"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7885277"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7901386"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Letters in applied microbiology;12100587;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Nutrients, Metabolism: clinical and experimental, Journal of pharmaceutical sciences, The Journal of nutrition, Pflugers Archiv : European journal of physiology;26371038, 7885277, 7901386, 1729468, 7088688
bacteroides caccae;4678901;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15214734"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;is location of, affects, is part of, produces, is administered to;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26371038"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7885277"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7901386"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Letters in applied microbiology;15214734;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Nutrients, Metabolism: clinical and experimental, Journal of pharmaceutical sciences, The Journal of nutrition, Pflugers Archiv : European journal of physiology;26371038, 7885277, 7901386, 1729468, 7088688
bacteroides vulgatus;4678591;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24963813"")";;;galactose;853151;['Chemical Viewed Structurally', 'Carbohydrate', 'Biologically Active Substance'];4720;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7533627"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Biochemistry;24963813;Euretos;4;Comparative biochemistry and physiology. Part C, Pharmacology, toxicology & endocrinology;7533627
bacteroides vulgatus;4678591;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9691430"")";;;polysaccharides;590216;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];10103;is location of, augments, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18400717"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11489420"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10449780"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Acta microbiologica Polonica;9691430;Euretos, Euretos, Euretos;4, 4, 4;The American journal of clinical nutrition, Microbes and infection, Proceedings of the National Academy of Sciences of the United States of America;18400717, 11489420, 10449780
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1201512"")";;;glucans;637318;['Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];2439;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20116659"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Canadian journal of microbiology;1201512;Euretos;4;Nutrition research (New York, N.Y.);20116659
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/453682"")";;;endotoxins;325567;['Carbohydrate', 'Lipid', 'Hazardous or Poisonous Substance'];6917;is location of, produces, is part of, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15300199"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15770588"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9116111"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;American journal of veterinary research;453682;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Surgery, Seminars in pediatric surgery, The European journal of surgery = Acta chirurgica, Immunology;15300199, 15770588, 9116111, 12153521
megasphaera elsdenii;4676904;['Bacterium'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16345359"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23688291"")";;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;is location of, affects, is part of, produces, is administered to;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26371038"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7885277"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7901386"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Applied and environmental microbiology, Biomacromolecules;16345359, 23688291;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Nutrients, Metabolism: clinical and experimental, Journal of pharmaceutical sciences, The Journal of nutrition, Pflugers Archiv : European journal of physiology;26371038, 7885277, 7901386, 1729468, 7088688
akkermansia muciniphila;4124860;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23221607"")";;;carbohydrates;122754;['Chemical Viewed Structurally', 'Carbohydrate'];8428;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9780361"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Genome biology and evolution;23221607;Euretos;4;Acta anatomica;9780361
bifidobacterium breve;3783285;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17007436"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;is location of, affects, is part of, produces, is administered to;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26371038"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7885277"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7901386"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Folia microbiologica;17007436;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Nutrients, Metabolism: clinical and experimental, Journal of pharmaceutical sciences, The Journal of nutrition, Pflugers Archiv : European journal of physiology;26371038, 7885277, 7901386, 1729468, 7088688
bifidobacterium bifidum;3783210;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19735715"")";;;galactose;853151;['Chemical Viewed Structurally', 'Carbohydrate', 'Biologically Active Substance'];4720;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7533627"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Experimental gerontology;19735715;Euretos;4;Comparative biochemistry and physiology. Part C, Pharmacology, toxicology & endocrinology;7533627
bifidobacterium animalis;3674721;['Bacterium'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17007436"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;is location of, affects, is part of, produces, is administered to;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26371038"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7885277"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7901386"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed;4;Folia microbiologica;17007436;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Nutrients, Metabolism: clinical and experimental, Journal of pharmaceutical sciences, The Journal of nutrition, Pflugers Archiv : European journal of physiology;26371038, 7885277, 7901386, 1729468, 7088688
clostridium septicum;594669;['Bacterium', 'Species'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1284890"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;does not augment;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2535136"")";;;t-lymphocyte;164375;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;International immunology;2535136
bacteroides caccae;4678901;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1283019"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;does not augment;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2535136"")";;;t-lymphocyte;164375;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;International immunology;2535136
bacteroides ovatus;4678856;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282872"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;does not augment;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2535136"")";;;t-lymphocyte;164375;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;International immunology;2535136
parabacteroides merdae;4678781;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1282868"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;does not augment;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2535136"")";;;t-lymphocyte;164375;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;International immunology;2535136
bacteroides stercoris;4678707;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1283023"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;does not augment;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2535136"")";;;t-lymphocyte;164375;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;International immunology;2535136
bacteroides uniformis;4678570;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1283025"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;does not augment;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2535136"")";;;t-lymphocyte;164375;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;International immunology;2535136
collinsella aerofaciens;4676302;['Bacterium'];inhibits;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL1285072"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18955526"")";;neomycin;953056;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];3343;does not augment;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2535136"")";;;t-lymphocyte;164375;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Antimicrobial agents and chemotherapy;Not available, 18955526;Euretos;4;International immunology;2535136
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7155846"")";;;tobramycin;3682160;['Chemical Viewed Structurally', 'Carbohydrate', 'Antibiotic'];1620;augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23072509"")";;;t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;La Nouvelle presse medicale;7155846;Euretos;4;British journal of pharmacology;23072509
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1102455"")";;;gentamicins;3682100;['Carbohydrate', 'Antibiotic'];6978;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1880336"")";;;t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;Infection;1102455;Euretos;4;Journal of biochemical and biophysical methods;1880336
