Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
oxalobacter formigenes;457025;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9651403"")";;;membrane transport proteins;416950;['Amino Acid, Peptide, or Protein', 'Lipid', 'Biologically Active Substance'];12519;is part of, is location of, produces, augments, is administered to, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26426900"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/27023132"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21103970"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;The Journal of biological chemistry;9651403;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4;PloS one, PloS one, Handbook of experimental pharmacology, Nature, American journal of physiology. Gastrointestinal and liver physiology, Science (New York, N.Y.);26426900, 27023132, 21103970, 10693807, 12181184, 8153632
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23185248"")";;;alpha-linolenic acid;4961916;['Chemical Viewed Structurally', 'Lipid', 'Biologically Active Substance'];1352;is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25660580"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;PloS one;23185248;Euretos;4;Biochimica et biophysica acta;25660580
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17957105"")";;;membrane transport proteins;416950;['Amino Acid, Peptide, or Protein', 'Lipid', 'Biologically Active Substance'];12519;is part of, is location of, produces, augments, is administered to, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26426900"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/27023132"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21103970"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of molecular microbiology and biotechnology;17957105;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4;PloS one, PloS one, Handbook of experimental pharmacology, Nature, American journal of physiology. Gastrointestinal and liver physiology, Science (New York, N.Y.);26426900, 27023132, 21103970, 10693807, 12181184, 8153632
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23185248"")";;;linoleic acid;38095;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Biologically Active Substance'];5204;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1403676"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;PloS one;23185248;Euretos;4;Journal of pharmaceutical sciences;1403676
bifidobacterium breve;3783285;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24342213"")";;;triglycerides;2197728;['Chemical Viewed Structurally', 'Lipid', 'Biologically Active Substance'];9539;disrupts, is administered to, affects, is part of, produces, augments, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23530433"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17277355"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7643590"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics;24342213;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4;Voprosy pitaniia, Journal of lipid research, The Journal of surgical research, American journal of physiology. Cell physiology, Journal of lipid research, The Journal of biological chemistry, Journal of lipid research;23530433, 17277355, 7643590, 11546646, 11060342, 12621063, 10508205
clostridium tetani;330973;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20173213"")";;;lipids;765765;['Chemical Viewed Structurally', 'Lipid'];18718;disrupts, is location of, affects, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12889556"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3921638"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4015113"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of lipid research;20173213;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Scandinavian journal of gastroenterology, Journal of lipid research, Archives of biochemistry and biophysics, The Journal of cell biology;12889556, 3921638, 4015113, 264123
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/323005"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/342599"")";;lipopolysaccharides;23948;['Chemical Viewed Structurally', 'Lipid'];22458;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2113475"")";;;parasitic diseases;369013;['Disease or Syndrome'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;European journal of biochemistry, Journal of hygiene, epidemiology, microbiology, and immunology;323005, 342599;Euretos;4;European journal of immunology;2113475
prevotella oralis;4678677;['Bacterium'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6929559"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19922"")";;lipopolysaccharides;23948;['Chemical Viewed Structurally', 'Lipid'];22458;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2113475"")";;;parasitic diseases;369013;['Disease or Syndrome'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Scandinavian journal of dental research, Acta pathologica et microbiologica Scandinavica. Section B, Microbiology;6929559, 19922;Euretos;4;European journal of immunology;2113475
bacteroides vulgatus;4678591;['Bacterium'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9691430"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6718941"")";;lipopolysaccharides;23948;['Chemical Viewed Structurally', 'Lipid'];22458;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2113475"")";;;parasitic diseases;369013;['Disease or Syndrome'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Acta microbiologica Polonica, Reviews of infectious diseases;9691430, 6718941;Euretos;4;European journal of immunology;2113475
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4613972"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6278022"")";;endotoxins;325567;['Carbohydrate', 'Lipid', 'Hazardous or Poisonous Substance'];6917;affects, is location of, augments, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15692821"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3871368"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12373273"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Medycyna doswiadczalna i mikrobiologia, Journal of immunology (Baltimore, Md. : 1950);4613972, 6278022;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Archives of toxicology, Cellular immunology, The Journal of allergy and clinical immunology, Journal of immunology (Baltimore, Md. : 1950);15692821, 3871368, 12373273, 2164066
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26033493"")";;;monophosphoryl lipid a;2635587;['Lipid', 'Pharmacologic Substance'];665;is location of, is part of, affects, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1828058"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7806354"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3106059"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;International immunopharmacology;26033493;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Infection and immunity, Infection and immunity, European journal of immunology, Journal of immunology (Baltimore, Md. : 1950);1828058, 7806354, 3106059, 11777991
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/323005"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/342599"")";;lipopolysaccharides;23948;['Chemical Viewed Structurally', 'Lipid'];22458;affects, produces, is location of, does not affect, does not disrupt, does not augment, augments, disrupts, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19424589"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12100718"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6600441"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;European journal of biochemistry, Journal of hygiene, epidemiology, microbiology, and immunology;323005, 342599;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4;International journal of oncology, Immunology, Immunology, Scandinavian journal of immunology, Surgery, Journal of the Reticuloendothelial Society, Infection and immunity, Infection and immunity, Immunology;19424589, 12100718, 6600441, 2963372, 7809839, 6977643, 3316032, 387593, 315922
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/338302"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4602333"")";;phospholipids;2268168;['Chemical Viewed Structurally', 'Lipid', 'Biologically Active Substance'];10902;is location of, affects, is part of, produces, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22837529"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22349517"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2437015"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;European journal of biochemistry, Biochimie;338302, 4602333;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Journal of leukocyte biology, Immunobiology, Immunological reviews, Proceedings of the National Academy of Sciences of the United States of America, Leukemia research;22837529, 22349517, 2437015, 6965797, 3491936
prevotella oralis;4678677;['Bacterium'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6929559"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19922"")";;lipopolysaccharides;23948;['Chemical Viewed Structurally', 'Lipid'];22458;affects, produces, is location of, does not affect, does not disrupt, does not augment, augments, is part of, disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19424589"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12100718"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6600441"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Scandinavian journal of dental research, Acta pathologica et microbiologica Scandinavica. Section B, Microbiology;6929559, 19922;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4;International journal of oncology, Immunology, Immunology, Scandinavian journal of immunology, Surgery, Journal of the Reticuloendothelial Society, Infection and immunity, Infection and immunity, Immunology;19424589, 12100718, 6600441, 2963372, 7809839, 6977643, 3316032, 387593, 315922
bacteroides vulgatus;4678591;['Bacterium'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9691430"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6718941"")";;lipopolysaccharides;23948;['Chemical Viewed Structurally', 'Lipid'];22458;affects, produces, is location of, does not affect, does not disrupt, does not augment, augments, disrupts, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19424589"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12100718"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6600441"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Acta microbiologica Polonica, Reviews of infectious diseases;9691430, 6718941;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4;International journal of oncology, Immunology, Immunology, Scandinavian journal of immunology, Surgery, Journal of the Reticuloendothelial Society, Infection and immunity, Infection and immunity, Immunology;19424589, 12100718, 6600441, 2963372, 7809839, 6977643, 3316032, 387593, 315922
megasphaera elsdenii;4676904;['Bacterium'];produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11934285"")";;;fatty acids, volatile;835858;['Chemical Viewed Structurally', 'Lipid', 'Biologically Active Substance'];2009;is location of, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25550694"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12875900"")";;t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;Biotechnology progress;11934285;Euretos, Euretos;4, 4;Immune network, Life sciences;25550694, 12875900
megasphaera elsdenii;4676904;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7056696"")";;;lipids;765765;['Chemical Viewed Structurally', 'Lipid'];18718;is part of, augments, is location of, affects, disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23504601"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23179391"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12042809"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;Journal of bacteriology;7056696;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;European journal of immunology, Lipids, Nature medicine, Immunobiology, The Tokai journal of experimental and clinical medicine;23504601, 23179391, 12042809, 3292405, 6289494
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4590915"")";;;phosphatidylserines;723988;['Lipid'];5042;is part of, is location of, produces, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1903523"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2394581"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1685336"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;Biochimica et biophysica acta;4590915;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Pediatric research, Immunopharmacology, Journal of lipid mediators, Journal of immunology (Baltimore, Md. : 1950);1903523, 2394581, 1685336, 12707367
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/453682"")";;;endotoxins;325567;['Carbohydrate', 'Lipid', 'Hazardous or Poisonous Substance'];6917;affects, is location of, augments, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15692821"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3871368"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12373273"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;American journal of veterinary research;453682;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Archives of toxicology, Cellular immunology, The Journal of allergy and clinical immunology, Journal of immunology (Baltimore, Md. : 1950);15692821, 3871368, 12373273, 2164066
megasphaera elsdenii;4676904;['Bacterium'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7056696"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3372481"")";;phospholipids;2268168;['Chemical Viewed Structurally', 'Lipid', 'Biologically Active Substance'];10902;is location of, affects, is part of, produces, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22837529"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22349517"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2437015"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Journal of bacteriology, Journal of bacteriology;7056696, 3372481;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Journal of leukocyte biology, Immunobiology, Immunological reviews, Proceedings of the National Academy of Sciences of the United States of America, Leukemia research;22837529, 22349517, 2437015, 6965797, 3491936
oxalobacter formigenes;457025;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9651403"")";;;membrane transport proteins;416950;['Amino Acid, Peptide, or Protein', 'Lipid', 'Biologically Active Substance'];12519;is administered to, is location of, affects, produces, is part of, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26449889"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22355778"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9003426"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;The Journal of biological chemistry;9651403;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4;European journal of immunology, Scientific reports, The Biochemical journal, Blood, The Journal of experimental medicine, Journal of experimental botany;26449889, 22355778, 9003426, 12091325, 8496691, 10938797
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23185248"")";;;alpha-linolenic acid;4961916;['Chemical Viewed Structurally', 'Lipid', 'Biologically Active Substance'];1352;is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18704537"")";;;t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;PloS one;23185248;Euretos;4;Lipids;18704537
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17957105"")";;;membrane transport proteins;416950;['Amino Acid, Peptide, or Protein', 'Lipid', 'Biologically Active Substance'];12519;is administered to, is location of, affects, produces, is part of, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26449889"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22355778"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9003426"")";t-lymphocyte;164375;['Cell'];2,0;Euretos, Pubmed;4;Journal of molecular microbiology and biotechnology;17957105;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4;European journal of immunology, Scientific reports, The Biochemical journal, Blood, The Journal of experimental medicine, Journal of experimental botany;26449889, 22355778, 9003426, 12091325, 8496691, 10938797
