Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;is associated with, disrupts, causes, affects, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17509300"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19805669"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/543122"")";immunity;3681582;['Physiologic Function'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;The Journal of urology, Journal of clinical oncology : official journal of the American Society of Clinical Oncology, Wiadomosci parazytologiczne, Pharmacology, Transplantation;17509300, 19805669, 543122, 3991796, 14181031
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14581166"")";;;mast cell;603747;['Cell'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos;4;Toxicology letters;14581166
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;indicates;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19274460"")";;functional gastrointestinal disorders;91367;['Disease or Syndrome'];11,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD;curated database, 4;Comparative Toxicogenomics Database, Annals of hematology;Not available, 19274460
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9021184"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2506303"")";;bacteremia;956406;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos;4, 4;Antimicrobial agents and chemotherapy, Kansenshogaku zasshi. The Journal of the Japanese Association for Infectious Diseases;9021184, 2506303
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;inhibits, stimulates, inhibits, coexists with, stimulates, interacts with, interacts with, coexists with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16827141"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23143555"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12021842"")";cytokine;174248;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4;Anticancer research, Rheumatology international, Journal of molecular medicine (Berlin, Germany), International immunopharmacology, Biological & pharmaceutical bulletin, Gene therapy, Journal of immunology (Baltimore, Md. : 1950), Diabetologia;16827141, 23143555, 12021842, 11360931, 12132674, 14712306, 1348521, 10990075
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;treats, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3325716"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6032229"")";;immune tolerance;603331;['Pathologic Function'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos;4, 4;Methods and findings in experimental and clinical pharmacology, Nature;3325716, 6032229
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17198082"")";;;immune system;357338;['Body System'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos;4;Journal of immunotherapy (Hagerstown, Md. : 1997);17198082
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;disrupts, is location of, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3780513"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/948896"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3303826"")";neutrophil;907918;['Cell'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos;4, 4, 4;Eksperimental'naia onkologiia, Wiadomosci lekarskie (Warsaw, Poland : 1960), Acta pathologica japonica;3780513, 948896, 3303826
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;indicates;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10084258"")";;constipation;1300379;['Finding', 'Sign or Symptom'];11,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD;curated database, 4;Comparative Toxicogenomics Database, Bone marrow transplantation;Not available, 10084258
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;indicates, treats, causes;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/27095939"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10753551"")";mucositis;895930;['Pathologic Function'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD, Euretos, Euretos;curated database, 4, 4, 4;Comparative Toxicogenomics Database, Contemporary oncology (Poznan, Poland), Pharmacological research, Bone marrow transplantation;Not available, 27095939, 10753551, 1982927
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;does not treat, causes, affects, indicates, treats, prevents;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26475354"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1831630"")";nausea;169844;['Sign or Symptom'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD, Euretos, Euretos, Euretos, Euretos, Euretos;curated database, 4, 4, 4, 4, 4;Comparative Toxicogenomics Database, International journal of clinical oncology, European journal of cancer (Oxford, England : 1990), The oncologist, Journal of pediatric hematology/oncology, American journal of clinical oncology;Not available, 26475354, 1831630, 10794804, 11132226, 8141105
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2869348"")";;;ulcerative colitis;646263;['Finding', 'Disease or Syndrome'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos;4;Lancet (London, England);2869348
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;augments, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2931383"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6219062"")";;helper-inducer t-lymphocyte;2629669;['Cell'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos;4, 4;International journal of immunopharmacology, Immunology;2931383, 6219062
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;treats, causes, does not affect, indicates;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16872048"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7553045"")";anemia;835245;['Finding', 'Disease or Syndrome'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD, CTD, Euretos, Euretos;curated database, 4, 4, 4, 4;Comparative Toxicogenomics Database, Indian journal of experimental biology, Nihon Rinsho Men'eki Gakkai kaishi = Japanese journal of clinical immunology, Leukemia research, British journal of haematology;Not available, 16872048, 7553045, 1766265, 12406105
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;affects, disrupts, produces, is location of, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16622862"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6607109"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6978904"")";b-lymphocytes;40470;['Cell'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Bioelectromagnetics, Cancer research, Journal of immunology (Baltimore, Md. : 1950), Infection and immunity, European journal of immunology;16622862, 6607109, 6978904, 4547744, 303996
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;indicates;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9815949"")";;enteritis;1059970;['Disease or Syndrome'];11,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD;curated database, 4;Comparative Toxicogenomics Database, Clinical cancer research : an official journal of the American Association for Cancer Research;Not available, 9815949
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;treats, indicates;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26844468"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6293321"")";fatigue;1184784;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD, Euretos;curated database, 4, 4;Comparative Toxicogenomics Database, Medicine, The American journal of psychiatry;Not available, 26844468, 6293321
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;interacts with, inhibits, interacts with, coexists with, stimulates;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/898284"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7623863"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/659026"")";metabolite;4077851;['Biologically Active Substance'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Tumori, Mutation research, International journal of cancer, Teratogenesis, carcinogenesis, and mutagenesis, Biochemical pharmacology;898284, 7623863, 659026, 1677496, 6847694
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3294050"")";;;clonal anergy;313467;['Organ or Tissue Function', 'Cell Function'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos;4;Folia biologica;3294050
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;causes, augments, disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24563621"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17699791"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24965046"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos;4, 4, 4;Neoplasia (New York, N.Y.), Cancer research, Molecular cancer;24563621, 17699791, 24965046
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;affects, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3868340"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/521110"")";;intestines;649446;['Body Part, Organ, or Organ Component'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos;4, 4;Archives of toxicology. Supplement. = Archiv fur Toxikologie. Supplement, Indian journal of medical sciences;3868340, 521110
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10418756"")";;;lower respiratory tract infection;4961543;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos;4;International journal of antimicrobial agents;10418756
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;predisposes, prevents, treats, complicates, causes, does not affect, indicates, affects, augments, disrupts;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18514386"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18539620"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;curated database, 4, 4, 4, 4, 4, 4, 4, 4, 4;Comparative Toxicogenomics Database, European urology, Rheumatology (Oxford, England), The Journal of allergy and clinical immunology, Brain research, Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.), Experimentelle Pathologie, The American journal of pathology, Annals of internal medicine, The American journal of pathology;Not available, 18514386, 18539620, 16522464, 10536274, 3881772, 991966, 2432792, 2492415, 5556631
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;augments, does not affect, disrupts, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6578394"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2963936"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4270346"")";immune response;557453;['Organ or Tissue Function'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Leukemia research, Methods and findings in experimental and clinical pharmacology, The Journal of experimental medicine, Clinical and experimental immunology;6578394, 2963936, 4270346, 342157
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;affects, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20166768"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7141706"")";;urinary tract infection;357283;['Disease or Syndrome'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos;4, 4;Drugs, Infection and immunity;20166768, 7141706
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;is compared with, interacts with, is higher than, stimulates;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23752516"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7683585"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/794504"")";antibiotics;1047855;['Chemical Viewed Structurally', 'Antibiotic'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos, Euretos, Euretos, Euretos;4, 4, 4;Antimicrobial agents and chemotherapy, Clinical and experimental immunology, Journal of the National Cancer Institute;23752516, 7683585, 794504
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7827284"")";;;antigen-presenting cells;934406;['Cell', 'Cell Component'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;Euretos;4;Cytokine;7827284
