Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL974204"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10757736"")";;coenzyme q10;923677;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance'];8332;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23761046"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 10757736;Euretos;4;Molecular neurobiology;23761046
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/42229"")";;;quinacrine;2647504;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];2264;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D011796"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2128375"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];11,0;Euretos, Pubmed;4;Zeitschrift fur allgemeine Mikrobiologie;42229;CTD;curated database, 4;Comparative Toxicogenomics Database, Neuroscience;Not available, 2128375
proteus mirabilis;943113;['Bacterium', 'Species'];interacts with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/770450"")";;;tryptophan;90531;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];8929;affects, does not affect;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11755162"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15035810"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of bacteriology;770450;Euretos, Euretos;4, 4;European journal of pharmacology, Inflammopharmacology;11755162, 15035810
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17724160"")";;;cyclophosphamide;72778;['Chemical Viewed Structurally', 'Organophosphorus Compound', 'Pharmacologic Substance'];9438;causes, indicates, affects;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D003520"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23523557"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21106858"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Antimicrobial agents and chemotherapy;17724160;CTD, Euretos, Euretos;curated database, 4, 4, 4;Comparative Toxicogenomics Database, Chemico-biological interactions, American journal of physiology. Renal physiology, The Journal of urology;Not available, 23523557, 21106858, 12913760
proteus mirabilis;943113;['Bacterium', 'Species'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7590184"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8744895"")";;superoxide dismutase;630426;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];9782;inhibits, affects, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15327813"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23590939"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23658840"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;FEMS microbiology letters, Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine;7590184, 8744895;Euretos, Euretos, Euretos;4, 4, 4;Pain, Pain, PloS one;15327813, 23590939, 23658840
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7040359"")";;;trypsin;531703;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];7914;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16967049"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of biochemistry;7040359;Euretos;4;British journal of pharmacology;16967049
proteus mirabilis;943113;['Bacterium', 'Species'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8067135"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/5698696"")";;hyaluronidase;467115;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];2864;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26996509"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Zhurnal mikrobiologii, epidemiologii, i immunobiologii, The Journal of infectious diseases;8067135, 5698696;Euretos;4;Neuroscience;26996509
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/107050"")";;;immune sera;331489;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor'];11045;affects, inhibits, treats, does not augment, does not affect;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18448607"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10870734"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8616632"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Folia biologica;107050;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;American journal of physiology. Regulatory, integrative and comparative physiology, The Clinical journal of pain, Brain research, Neuroscience letters, Peptides;18448607, 10870734, 8616632, 3264395, 7134029
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8059571"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/123295"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12761118"")";peptide hydrolases;292878;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];9708;augments, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17124270"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11910355"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Zhurnal mikrobiologii, epidemiologii, i immunobiologii, Laryngologie, Rhinologie, Otologie, Infection and immunity;8059571, 123295, 12761118;Euretos, Euretos;4, 4;The Journal of physiology, Gastroenterology;17124270, 11910355
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13830158"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Comptes rendus hebdomadaires des seances de l'Academie des sciences;13830158;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26719785"")";;;imidazole;2242365;['Organic Chemical', 'Pharmacologic Substance'];2909;treats, inhibits;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16868181"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7340441"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Iranian journal of microbiology;26719785;Euretos, Euretos;4, 4;Molecular pharmacology, Agents and actions;16868181, 7340441
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/5775124"")";;;arginine;1230953;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];11226;inhibits, affects, does not affect, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22995857"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1981187"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1327824"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of general microbiology;5775124;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Nitric oxide : biology and chemistry, European journal of pharmacology, European journal of pharmacology, Annali dell'Istituto superiore di sanita;22995857, 1981187, 1327824, 8172453
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6030464"")";;;methionine;1186609;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];11461;augments, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25451284"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of general microbiology;6030464;Euretos, Euretos;4;Neuroscience;25451284
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11368092"")";;;thrombin;1045270;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];7935;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16251448"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Microbios;11368092;Euretos;4;The Journal of neuroscience : the official journal of the Society for Neuroscience;16251448
clostridium septicum;594669;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/5076438"")";;;hyaluronidase;467115;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];2864;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26996509"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Medical laboratory technology;5076438;Euretos;4;Neuroscience;26996509
clostridium septicum;594669;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13124941"")";;;immune sera;331489;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor'];11045;affects, inhibits, treats, does not augment, does not affect;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18448607"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10870734"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8616632"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Annales de l'Institut Pasteur;13124941;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;American journal of physiology. Regulatory, integrative and comparative physiology, The Clinical journal of pain, Brain research, Neuroscience letters, Peptides;18448607, 10870734, 8616632, 3264395, 7134029
bifidobacterium pseudolongum;4679329;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12100587"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Letters in applied microbiology;12100587;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
bacteroides caccae;4678901;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15214734"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Letters in applied microbiology;15214734;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
bacteroides vulgatus;4678591;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9691430"")";;;polysaccharides;590216;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];10103;disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6425490"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Acta microbiologica Polonica;9691430;Euretos;4;Journal of pharmacobio-dynamics;6425490
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1201512"")";;;glucans;637318;['Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];2439;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7172167"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Canadian journal of microbiology;1201512;Euretos;4;Carbohydrate research;7172167
megasphaera elsdenii;4676904;['Bacterium'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16345359"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23688291"")";;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Applied and environmental microbiology, Biomacromolecules;16345359, 23688291;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4858812"")";;;serine;1240089;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];8661;treats, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25850373"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21118710"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Biochimica et biophysica acta;4858812;Euretos, Euretos;4, 4;Journal of pharmaceutical and biomedical analysis, Neuroscience;25850373, 21118710
faecalibacterium prausnitzii;4676646;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15466518"")";;;lactate;2575451;['Organic Chemical', 'Pharmacologic Substance'];7428;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26378796"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Applied and environmental microbiology;15466518;Euretos;4;PloS one;26378796
bifidobacterium breve;3783285;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23646174"")";;;acetate;907581;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance'];7650;treats, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24950436"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;PloS one;23646174;Euretos, Euretos;4;Molecules (Basel, Switzerland);24950436
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23185248"")";;;linoleic acid;38095;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Biologically Active Substance'];5204;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19843694"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;PloS one;23185248;Euretos;4;Proceedings of the National Academy of Sciences of the United States of America;19843694
