Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
bifidobacterium pseudolongum;4679329;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12100587"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Letters in applied microbiology;12100587;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
bifidobacterium adolescentis;4679305;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11195575"")";;;bcl2-related protein 11;2112783;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];3062;augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18664366"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Mikrobiologiia;11195575;Euretos;4;European journal of pharmacology;18664366
bacteroides caccae;4678901;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15214734"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Letters in applied microbiology;15214734;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
bacteroides ovatus;4678856;['Bacterium'];produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19736360"")";;;growth factor;770571;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];11432;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9179382"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Gut;19736360;Euretos;4;British journal of pharmacology;9179382
bacteroides ovatus;4678856;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19622749"")";;;putative uncharacterized protein encoded by mir7-3hg (homo sapiens);385479;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance', 'Immunologic Factor'];45431;does not cause, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18340631"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19167425"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19327645"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;The Journal of biological chemistry;19622749;Euretos, Euretos, Euretos;4, 4, 4;Proteomics, Brain research reviews, The journal of pain : official journal of the American Pain Society;18340631, 19167425, 19327645
bacteroides vulgatus;4678591;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9691430"")";;;polysaccharides;590216;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];10103;disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6425490"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Acta microbiologica Polonica;9691430;Euretos;4;Journal of pharmacobio-dynamics;6425490
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1201512"")";;;glucans;637318;['Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];2439;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7172167"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Canadian journal of microbiology;1201512;Euretos;4;Carbohydrate research;7172167
megasphaera elsdenii;4676904;['Bacterium'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16345359"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23688291"")";;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Applied and environmental microbiology, Biomacromolecules;16345359, 23688291;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
megasphaera elsdenii;4676904;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/864718"")";;;cysteine;2633823;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];11300;causes, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23273102"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11498052"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of molecular evolution;864718;Euretos, Euretos;4, 4;Pain, Neuron;23273102, 11498052
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4858812"")";;;serine;1240089;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];8661;treats, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25850373"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21118710"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Biochimica et biophysica acta;4858812;Euretos, Euretos;4, 4;Journal of pharmaceutical and biomedical analysis, Neuroscience;25850373, 21118710
oxalobacter formigenes;457025;['Bacterium', 'Species'];produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8941983"")";;;atpase, aminophospholipid transporter-like, class i, type 8a, member 2;4213754;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];14708;affects, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16298092"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20868656"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Canadian journal of microbiology;8941983;Euretos, Euretos;4, 4;Journal of ethnopharmacology, European journal of pharmacology;16298092, 20868656
oxalobacter formigenes;457025;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9651403"")";;;membrane transport proteins;416950;['Amino Acid, Peptide, or Protein', 'Lipid', 'Biologically Active Substance'];12519;affects, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17918738"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12898541"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;The Journal of biological chemistry;9651403;Euretos, Euretos;4, 4;Journal of neuroscience research, Journal of neuroscience research;17918738, 12898541
bifidobacterium breve;3783285;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15138208"")";;;tumor necrosis factor (homo sapiens);530480;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];15167;causes, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26416580"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10905468"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Gut;15138208;Euretos, Euretos;4, 4;Scientific reports, Journal of the peripheral nervous system : JPNS;26416580, 10905468
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17957105"")";;;membrane transport proteins;416950;['Amino Acid, Peptide, or Protein', 'Lipid', 'Biologically Active Substance'];12519;affects, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17918738"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12898541"")";;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of molecular microbiology and biotechnology;17957105;Euretos, Euretos;4, 4;Journal of neuroscience research, Journal of neuroscience research;17918738, 12898541
bifidobacterium breve;3783285;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23185248"")";;;linoleic acid;38095;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Biologically Active Substance'];5204;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19843694"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;PloS one;23185248;Euretos;4;Proceedings of the National Academy of Sciences of the United States of America;19843694
bifidobacterium breve;3783285;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17007436"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Folia microbiologica;17007436;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
bifidobacterium breve;3783285;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18575808"")";;;fibroblast growth factor 2 (homo sapiens);1508387;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];7653;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23867734"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Biotechnology letters;18575808;Euretos;4;Pain;23867734
bifidobacterium bifidum;3783210;['Bacterium'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6826499"")";;;growth factor;770571;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];11432;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9179382"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal - Association of Official Analytical Chemists;6826499;Euretos;4;British journal of pharmacology;9179382
bifidobacterium bifidum;3783210;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16182395"")";;;putative uncharacterized protein encoded by mir7-3hg (homo sapiens);385479;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance', 'Immunologic Factor'];45431;does not cause, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18340631"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19167425"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19327645"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Journal of microbiological methods;16182395;Euretos, Euretos, Euretos;4, 4, 4;Proteomics, Brain research reviews, The journal of pain : official journal of the American Pain Society;18340631, 19167425, 19327645
bifidobacterium dentium;3679438;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23659237"")";;;hemin;556152;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance'];3166;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24457122"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;European journal of oral sciences;23659237;Euretos;4;European journal of pharmacology;24457122
bifidobacterium animalis;3674721;['Bacterium'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17007436"")";;;glucose;2710917;['Chemical Viewed Structurally', 'Carbohydrate', 'Pharmacologic Substance', 'Biologically Active Substance'];27888;affects, causes, treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16837561"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24641572"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1408322"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Euretos, Pubmed;4;Folia microbiologica;17007436;Euretos, Euretos, Euretos;4, 4, 4;The Journal of pharmacology and experimental therapeutics, British journal of pharmacology, Pain;16837561, 24641572, 1408322
clostridium tetani;330973;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8866611"")";;;putative uncharacterized protein encoded by mir7-3hg (homo sapiens);385479;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance', 'Immunologic Factor'];45431;does not cause, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18340631"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19167425"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19327645"")";hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Toxicon : official journal of the International Society on Toxinology;8866611;Euretos, Euretos, Euretos;4, 4, 4;Proteomics, Brain research reviews, The journal of pain : official journal of the American Pain Society;18340631, 19167425, 19327645
clostridium tetani;330973;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12911336"")";;;virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11805708"")";;;hyperalgesia;921994;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Biotechnology and applied biochemistry;12911336;Euretos;4;Spine;11805708
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL974204"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10757736"")";;coenzyme q10;923677;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance'];8332;disrupts, affects, predisposes, treats, prevents;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=C024989"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26718412"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15321805"")";inflammation;2569713;['Pathologic Function'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 10757736;CTD, Euretos, Euretos, Euretos, Euretos;curated database, 4, 4, 4, 4, 4;Comparative Toxicogenomics Database, The American journal of clinical nutrition, The American journal of clinical nutrition, Inflammation, Chemico-biological interactions, Immunology letters;Not available, 26718412, 15321805, 26341816, 27174133, 26045320
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;chlorogenic acid;664236;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance'];1879;prevents, disrupts, does not cause, causes, treats, is associated with, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23473868"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26003298"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23146752"")";inflammation;2569713;['Pathologic Function'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Journal of ethnopharmacology, Nanomedicine : nanotechnology, biology, and medicine, Toxicology, Medizinische Klinik (Munich, Germany : 1983);23473868, 26003298, 23146752, 21240590
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, produces, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17574349"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/346564"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6130119"")";plasmids;915251;['Nucleic Acid, Nucleoside, or Nucleotide', 'Biologically Active Substance'];10999;produces, affects, predisposes, is associated with, causes, disrupts, does not cause;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20623491"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16332178"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20149428"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Pathologie-biologie, Journal of bacteriology, Journal of general microbiology;17574349, 346564, 6130119;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4;The journal of gene medicine, DNA and cell biology, Biomaterials, Cytokine, Gene therapy, Human gene therapy;20623491, 16332178, 20149428, 12182842, 9930331, 10022547
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/350828"")";;;ribosomal rna;905868;['Chemical Viewed Structurally', 'Nucleic Acid, Nucleoside, or Nucleotide', 'Biologically Active Substance'];3810;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24346612"")";;;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Journal of bacteriology;350828;Euretos;4;Nature communications;24346612
proteus mirabilis;943113;['Bacterium', 'Species'];interacts with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/770450"")";;;tryptophan;90531;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];8929;causes, treats, produces, predisposes, is associated with, affects, prevents;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25293882"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26438837"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20113837"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Journal of bacteriology;770450;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4;Trials, Proceedings of the National Academy of Sciences of the United States of America, Cancer genetics and cytogenetics, European journal of cancer care, Psychosomatic medicine, Inflammation, European journal of haematology;25293882, 26438837, 20113837, 19702697, 12883120, 478594, 14962250
