Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
proteus mirabilis;943113;['Bacterium', 'Species'];produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4154487"")";;;glutamate-ammonia ligase;925532;['Amino Acid, Peptide, or Protein', 'Enzyme'];2545;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20689060"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Revista espanola de fisiologia;4154487;Euretos;4;American journal of physiology. Gastrointestinal and liver physiology;20689060
proteus mirabilis;943113;['Bacterium', 'Species'];interacts with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/770450"")";;;tryptophan;90531;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];8929;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/620850"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of bacteriology;770450;Euretos;4;Fiziologicheskii zhurnal SSSR imeni I. M. Sechenova;620850
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6307200"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6360068"")";;cytochromes;777598;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];4410;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11846393"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Archives of microbiology, Archives of microbiology;6307200, 6360068;Euretos;4;Biochemical and biophysical research communications;11846393
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2111280"")";;;mucins;736383;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];3950;is not part of, is location of, is part of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23478383"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24942678"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7959203"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Infection and immunity;2111280;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Nature reviews. Gastroenterology & hepatology, Immunological reviews, Gut, Pediatric surgery international;23478383, 24942678, 7959203, 10370012
proteus mirabilis;943113;['Bacterium', 'Species'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6758687"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/338302"")";;membrane proteins;7248830;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];15392;produces, is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23608233"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2148160"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/71083"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Antimicrobial agents and chemotherapy, European journal of biochemistry;6758687, 338302;Euretos, Euretos, Euretos;4, 4, 4;Progress in lipid research, Digestion, Archives internationales de physiologie et de biochimie;23608233, 2148160, 71083
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/5384697"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/5795906"")";;oxidoreductase;692621;['Amino Acid, Peptide, or Protein', 'Enzyme'];14860;is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17303280"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9467872"")";;enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Archiv fur Mikrobiologie, Journal of general microbiology;5384697, 5795906;Euretos, Euretos;4, 4;International journal of food microbiology, Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology;17303280, 9467872
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16248855"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2661269"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9655824"")";glutathione s-transferase;683283;['Amino Acid, Peptide, or Protein', 'Enzyme'];6481;augments, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23520488"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9539663"")";;enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;The Biochemical journal, FEBS letters, Structure (London, England : 1993);16248855, 2661269, 9655824;Euretos, Euretos;4, 4;PloS one, Digestive diseases and sciences;23520488, 9539663
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2872222"")";;;dipeptides;652001;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance'];2643;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3970905"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of chromatography;2872222;Euretos;4;Biochimica et biophysica acta;3970905
proteus mirabilis;943113;['Bacterium', 'Species'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7590184"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8744895"")";;superoxide dismutase;630426;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];9782;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23520488"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;FEMS microbiology letters, Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine;7590184, 8744895;Euretos;4;PloS one;23520488
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4990693"")";;;phenylalanine;625767;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];7520;is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19291365"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8163573"")";;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles;4990693;Euretos, Euretos;4, 4;Amino acids, Journal of cellular physiology;19291365, 8163573
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26066582"")";;;p-glycoprotein;59511;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];8317;affects, is location of, is administered to, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16917230"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23686319"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12130739"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;The Journal of antimicrobial chemotherapy;26066582;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Inflammatory bowel diseases, Drug metabolism and disposition: the biological fate of chemicals, The Journal of pharmacology and experimental therapeutics, Clinical pharmacology and therapeutics;16917230, 23686319, 12130739, 15001968
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4301563"")";;;phosphoric diester hydrolase;592494;['Amino Acid, Peptide, or Protein', 'Enzyme'];4826;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2849378"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Archives of biochemistry and biophysics;4301563;Euretos;4;Applied and environmental microbiology;2849378
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7040359"")";;;trypsin;531703;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];7914;affects, is part of, augments, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17570216"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9238072"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9294103"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of biochemistry;7040359;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Gastroenterology, Proceedings of the National Academy of Sciences of the United States of America, The Journal of clinical investigation, The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society;17570216, 9238072, 9294103, 7016983
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2907088"")";;;polypeptides;435336;['Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];11461;is location of, is not location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10704721"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2478563"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7991443"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Microbial pathogenesis;2907088;Euretos, Euretos, Euretos;4, 4, 4;Peptides, The Journal of cell biology, Peptides;10704721, 2478563, 7991443
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1936932"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7002546"")";;putative uncharacterized protein encoded by mir7-3hg (homo sapiens);385479;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance', 'Immunologic Factor'];45431;does not produce, is location of, augments, is part of, is not part of, is administered to, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16897777"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19577760"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12020637"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;FEMS microbiology letters, European journal of biochemistry;1936932, 7002546;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4;Journal of cellular physiology, The Journal of surgical research, Biochimica et biophysica acta, American journal of physiology. Gastrointestinal and liver physiology, Annals of the New York Academy of Sciences, Journal of cellular physiology, Infection and immunity;16897777, 19577760, 12020637, 12121878, 9928371, 9462698, 7118249
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22982608"")";;;carboxy-lyases;33408;['Amino Acid, Peptide, or Protein', 'Enzyme'];1634;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3398716"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Research in microbiology;22982608;Euretos;4;Lipids;3398716
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/107050"")";;;immune sera;331489;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor'];11045;is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10756357"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3285983"")";;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Folia biologica;107050;Euretos, Euretos;4, 4;Haematologica, Canadian journal of veterinary research = Revue canadienne de recherche veterinaire;10756357, 3285983
proteus mirabilis;943113;['Bacterium', 'Species'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12226974"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9558179"")";;antibodies;293816;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];26807;is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10611160"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12684756"")";;enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Vestnik oftalmologii, The Journal of rheumatology;12226974, 9558179;Euretos, Euretos;4, 4;Gastroenterology, Medical microbiology and immunology;10611160, 12684756
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8059571"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/123295"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12761118"")";peptide hydrolases;292878;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];9708;is part of, is location of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1716743"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/132653"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/340176"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Zhurnal mikrobiologii, epidemiologii, i immunobiologii, Laryngologie, Rhinologie, Otologie, Infection and immunity;8059571, 123295, 12761118;Euretos, Euretos, Euretos;4, 4, 4;Neuropeptides, Polish medical sciences and history bulletin, Ciba Foundation symposium;1716743, 132653, 340176
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6150026"")";;;gamma-glutamyl transferase;2678065;['Amino Acid, Peptide, or Protein', 'Enzyme'];2531;is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18198984"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2687213"")";;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of bacteriology;6150026;Euretos, Euretos;4, 4;Physiological research, The Histochemical journal;18198984, 2687213
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4557388"")";;;cysteine;2633823;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];11300;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17032826"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of general microbiology;4557388;Euretos;4;Poultry science;17032826
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10353712"")";;;adenosine triphosphatases;2282940;['Amino Acid, Peptide, or Protein', 'Enzyme'];7901;is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26109800"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1323486"")";;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Biochemistry and cell biology = Biochimie et biologie cellulaire;10353712;Euretos, Euretos;4, 4;World journal of gastroenterology, Fiziologicheskii zhurnal;26109800, 1323486
proteus mirabilis;943113;['Bacterium', 'Species'];is part of, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23648063"")";;;lipase;2157620;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];5677;produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24035390"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed;4;Biotechnology for biofuels;23648063;Euretos;4;Cell reports;24035390
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, produces, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17156102"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/8366522"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12366839"")";endopeptidases;2147638;['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme'];11544;is part of, affects, produces, is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25365351"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9207276"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7724481"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Immunology, Journal of medical microbiology, Molecular microbiology;17156102, 8366522, 12366839;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;PloS one, Gastroenterology, Pharmaceutical research, The Journal of pharmacy and pharmacology;25365351, 9207276, 7724481, 7815282
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4602333"")";;;amino acids;2122357;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];24839;is location of, is part of, affects, is administered to, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23369891"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18441086"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17182809"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Biochimie;4602333;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Medical science monitor : international medical journal of experimental and clinical research, Journal of animal science, The Journal of nutrition, JPEN. Journal of parenteral and enteral nutrition, The Journal of physiology;23369891, 18441086, 17182809, 8271353, 7153918
proteus mirabilis;943113;['Bacterium', 'Species'];produces, is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11261492"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/2253114"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9555890"")";catalase (homo sapiens);1512276;['Amino Acid, Peptide, or Protein', 'Enzyme'];7822;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23520488"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Canadian journal of microbiology, Canadian journal of microbiology, Journal of bacteriology;11261492, 2253114, 9555890;Euretos;4;PloS one;23520488
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1100405"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/350832"")";;lipoproteins;1308241;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Biologically Active Substance'];16969;is location of, is part of, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21689702"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20404035"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6822325"")";enterocytes;614380;['Cell'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;European journal of biochemistry, Journal of bacteriology;1100405, 350832;Euretos, Euretos, Euretos;4, 4, 4;Advanced drug delivery reviews, Experimental biology and medicine (Maywood, N.J.), Gastroenterology;21689702, 20404035, 6822325
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/3524446"")";;;cytochromes b;1274937;['Amino Acid, Peptide, or Protein', 'Enzyme'];1509;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15744772"")";;;enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Antonie van Leeuwenhoek;3524446;Euretos;4;Journal of cellular physiology;15744772
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/5775124"")";;;arginine;1230953;['Chemical Viewed Structurally', 'Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance'];11226;is location of, is part of, is administered to;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20719411"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26107628"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12081826"")";enterocytes;614380;['Cell'];2,0;Euretos, Pubmed;4;Journal of general microbiology;5775124;Euretos, Euretos, Euretos;4, 4, 4;Clinical nutrition (Edinburgh, Scotland), PloS one, The American journal of clinical nutrition;20719411, 26107628, 12081826
