Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
bifidobacterium dentium;3679438;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23659237"")";;;vitamin k;1261558;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Vitamin'];2271;treats;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16579093"")";;;intestinal diseases;396567;['Finding', 'Disease or Syndrome'];2,0;Euretos, Pubmed;4;European journal of oral sciences;23659237;Euretos;4;Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan;16579093
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24040572"")";;;immune response;557453;['Organ or Tissue Function'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos;4;Journal of periodontal & implant science;24040572
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20887269"")";;;immunity;3681582;['Physiologic Function'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos;4;Inflammation & allergy drug targets;20887269
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;exhibits, coexists with;"=HYPERLINK(""http://phytochem.nal.usda.gov/"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10211549"")";;antibiotics;1047855;['Chemical Viewed Structurally', 'Antibiotic'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Duke, Euretos;5, 4;Dr. Duke's Phytochemical and Ethnobotanical Databases, Anti-cancer drugs; U.S. Department of Agriculture, 10211549
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4875411"")";;;vitamin k 2;328188;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];975;coexists with, interacts with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25485686"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7895417"")";;antibiotics;1047855;['Chemical Viewed Structurally', 'Antibiotic'];2,0;Euretos, Pubmed;4;The Biochemical journal;4875411;Euretos, Euretos;4, 4;Nature chemical biology, Clinical and investigative medicine. Medecine clinique et experimentale;25485686, 7895417
bifidobacterium dentium;3679438;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23659237"")";;;vitamin k;1261558;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Vitamin'];2271;interacts with, is the same as, is compared with, interacts with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/11149034"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/7253174"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6347619"")";antibiotics;1047855;['Chemical Viewed Structurally', 'Antibiotic'];2,0;Euretos, Pubmed;4;European journal of oral sciences;23659237;Euretos, Euretos, Euretos, Euretos;4, 4, 4;Hepato-gastroenterology, JAMA, Drugs;11149034, 7253174, 6347619
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9815047"")";;;intestinal mucosa;1270468;['Tissue'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos;4;The American journal of physiology;9815047
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;stimulates, interacts with, is compared with, interacts with, is compared with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23583009"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25015032"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22427863"")";metabolite;4077851;['Biologically Active Substance'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Phytomedicine : international journal of phytotherapy and phytopharmacology, Food & function, PloS one, Biochemical pharmacology;23583009, 25015032, 22427863, 21244849
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4875411"")";;;vitamin k 2;328188;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];975;is compared with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6726460"")";;;metabolite;4077851;['Biologically Active Substance'];2,0;Euretos, Pubmed;4;The Biochemical journal;4875411;Euretos;4;The Journal of nutrition;6726460
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24188794"")";;;anxiety;1367915;['Mental Process'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos;4;CNS neuroscience & therapeutics;24188794
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;treats, prevents, does not treat;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24626097"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26844468"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24759931"")";fatigue;1184784;['Finding', 'Sign or Symptom'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos, Euretos;4, 4, 4;Integrative cancer therapies, Medicine, The Journal of nutrition;24626097, 26844468, 24759931
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;is location of, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9543707"")";;;natural killer cells;561020;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos;4;Immunopharmacology and immunotoxicology;9543707
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;affects, augments;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18555853"")";;;energy metabolism;2070760;['Physiologic Function'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos;4;Metabolism: clinical and experimental;18555853
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;augments, is location of, disrupts, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1707583"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/70222"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6202731"")";mast cell;603747;['Cell'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos, Euretos, Euretos;4, 4, 4;Agents and actions, Biochimica et biophysica acta, The Journal of allergy and clinical immunology;1707583, 70222, 6202731
bifidobacterium dentium;3679438;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23659237"")";;;vitamin k;1261558;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Vitamin'];2271;disrupts;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26447996"")";;;mast cell;603747;['Cell'];2,0;Euretos, Pubmed;4;European journal of oral sciences;23659237;Euretos;4;Medicine;26447996
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D011794"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/27583449"")";;myalgia;3680541;['Sign or Symptom'];22,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;CTD;curated database, 4;Comparative Toxicogenomics Database, PloS one;Not available, 27583449
bifidobacterium dentium;3679438;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23659237"")";;;vitamin k;1261558;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Vitamin'];2271;treats, is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15555000"")";;;crohn disease;2623665;['Finding', 'Disease or Syndrome'];2,0;Euretos, Pubmed;4;European journal of oral sciences;23659237;Euretos, Euretos;4;The American journal of gastroenterology;15555000
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;treats, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15652231"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20953559"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25605996"")";colitis;2107244;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos, Euretos;4, 4, 4;Biochemical pharmacology, The journal of contemporary dental practice, The Korean journal of physiology & pharmacology : official journal of the Korean Physiological Society and the Korean Society of Pharmacology;15652231, 20953559, 25605996
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;treats;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D011794"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19265175"")";;diarrhea;2185768;['Finding', 'Sign or Symptom'];22,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;CTD;curated database, 4;Comparative Toxicogenomics Database, American journal of respiratory cell and molecular biology;Not available, 19265175
bifidobacterium dentium;3679438;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23659237"")";;;vitamin k;1261558;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Vitamin'];2271;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14905875"")";;;diarrhea;2185768;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;European journal of oral sciences;23659237;Euretos;4;The Cornell veterinarian;14905875
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;inhibits, uses, interacts with, interacts with, does not interact with, coexists with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26754474"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23533474"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15627476"")";cytokine;174248;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4;Spinal cord, Evidence-based complementary and alternative medicine : eCAM, Biochemical pharmacology, Immunobiology, Cytokine, The Journal of allergy and clinical immunology;26754474, 23533474, 15627476, 23735482, 22579112, 12789233
bifidobacterium dentium;3679438;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23659237"")";;;vitamin k;1261558;['Chemical Viewed Structurally', 'Lipid', 'Pharmacologic Substance', 'Vitamin'];2271;interacts with, inhibits;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18689371"")";;;cytokine;174248;['Amino Acid, Peptide, or Protein', 'Immunologic Factor'];2,0;Euretos, Pubmed;4;European journal of oral sciences;23659237;Euretos, Euretos;4;The American journal of clinical nutrition;18689371
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17112241"")";;;gut;3876348;['Body Part, Organ, or Organ Component'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos;4;Chemical research in toxicology;17112241
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4875411"")";;;vitamin k 2;328188;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];975;is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26016865"")";;;gut;3876348;['Body Part, Organ, or Organ Component'];2,0;Euretos, Pubmed;4;The Biochemical journal;4875411;Euretos;4;The American journal of clinical nutrition;26016865
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26094220"")";;;antimicrobial effect;4192371;['Cell Function'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;Euretos;4;Journal of dairy science;26094220
proteus mirabilis;943113;['Bacterium', 'Species'];does not interact with;"=HYPERLINK(""https://www.ebi.ac.uk/chembl/assay/inspect/CHEMBL983108"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12762812"")";;quercetin;657382;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];12638;treats, prevents;"=HYPERLINK(""http://ctdbase.org/detail.go?type=chem&acc=D011794"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23656499"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19495926"")";osteoporosis;267197;['Finding', 'Disease or Syndrome'];13,0;Chembl, Chembl, Pubmed;curated database, 4;chemblactivities, Journal of natural products;Not available, 12762812;CTD, Euretos;curated database, 4, 4;Comparative Toxicogenomics Database, Canadian journal of physiology and pharmacology, Journal of bone and mineral metabolism;Not available, 23656499, 19495926
proteus mirabilis;943113;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4875411"")";;;vitamin k 2;328188;['Chemical Viewed Structurally', 'Organic Chemical', 'Pharmacologic Substance', 'Vitamin'];975;predisposes, affects, prevents, treats, is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16077253"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/15771560"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/21114195"")";osteoporosis;267197;['Finding', 'Disease or Syndrome'];2,0;Euretos, Pubmed;4;The Biochemical journal;4875411;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;The Keio journal of medicine, Alternative medicine review : a journal of clinical therapeutic, Journal of the Indian Medical Association, Horumon to rinsho. Clinical endocrinology, Nihon rinsho. Japanese journal of clinical medicine;16077253, 15771560, 21114195, 5165627, 9549367
