Starting concept;Starting concept ID;Starting concept ST;Relationships1;LinkAB 1;LinkAB 2;LinkAB 3;Middle concept;Middle concept ID;Middle concept ST;Middle concept connections;Relationships2;LinkBC 1;LinkBC 2;LinkBC 3;End concept;End concept ID;End concept ST;Path score;Source DB AB;Source score AB;SourceNames AB;All AB Source IDs;Source DB BC;Source score BC;SourceNames BC;All BC Source IDs
clostridium septicum;594669;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17128973"")";;;virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;is associated with, disrupts, predisposes, treats, augments, affects, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19858308"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26343448"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26503704"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Biochemistry;17128973;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4;Infection and immunity, Molecular immunology, Innate immunity, American journal of physiology. Lung cellular and molecular physiology, The American journal of cardiology, Current opinion in nephrology and hypertension, Molekuliarnaia biologiia;19858308, 26343448, 26503704, 16489115, 17307056, 7922264, 12624944
clostridium septicum;594669;['Bacterium', 'Species'];is part of, is location of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14715670"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13582143"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13598715"")";toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;causes, augments, produces, disrupts, does not affect, is associated with, predisposes, affects, treats, prevents;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20597007"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19875811"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16267260"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;The Journal of biological chemistry, Zhurnal mikrobiologii, epidemiologii, i immunobiologii, Journal of bacteriology;14715670, 13582143, 13598715;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4, 4;Methods in molecular biology (Clifton, N.J.), Journal of the American Society of Nephrology : JASN, Circulation, Neurogastroenterology and motility : the official journal of the European Gastrointestinal Motility Society, Journal of pharmaceutical sciences, Gastroenterology, Burns : journal of the International Society for Burn Injuries, Arkhiv patologii, The Journal of clinical investigation, Nephron;20597007, 19875811, 16267260, 26556786, 21656517, 8395445, 9177876, 1953359, 2838520, 3600923
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/453682"")";;;endotoxins;325567;['Carbohydrate', 'Lipid', 'Hazardous or Poisonous Substance'];6917;prevents, predisposes, does not cause, is associated with, augments, disrupts, treats, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20546456"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16916988"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23478685"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;American journal of veterinary research;453682;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4;Journal of gastroenterology and hepatology, Clinical chemistry, Nutricion hospitalaria, International journal of toxicology, Pregnancy hypertension, Journal of periodontology, Journal of ocular pharmacology, The American journal of physiology, American journal of ophthalmology;20546456, 16916988, 23478685, 19482826, 26105501, 5265221, 7836867, 9458797, 6054206
clostridium tetani;330973;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22977074"")";;;exotoxins;908286;['Hazardous or Poisonous Substance'];1202;causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/30694"")";;;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Journal of medical microbiology;22977074;Euretos;4;Infection and immunity;30694
clostridium tetani;330973;['Bacterium', 'Species'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13289310"")";;;neurotoxins;523988;['Chemical Viewed Structurally', 'Hazardous or Poisonous Substance'];2391;causes, is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23500882"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/10640747"")";;inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Pharmacological reviews;13289310;Euretos, Euretos;4, 4;Journal of ethnopharmacology, Journal of immunology (Baltimore, Md. : 1950);23500882, 10640747
clostridium tetani;330973;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12911336"")";;;virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;is associated with, disrupts, predisposes, augments, treats, affects, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19858308"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26343448"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26503704"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Pubmed;4;Biotechnology and applied biochemistry;12911336;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4;Infection and immunity, Molecular immunology, Innate immunity, American journal of physiology. Lung cellular and molecular physiology, The American journal of cardiology, Current opinion in nephrology and hypertension, Molekuliarnaia biologiia;19858308, 26343448, 26503704, 16489115, 17307056, 7922264, 12624944
clostridium tetani;330973;['Bacterium', 'Species'];is location of, produces, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1874121"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14931885"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14314102"")";toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;causes, augments, produces, disrupts, does not affect, is associated with, predisposes, affects, treats, prevents;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20597007"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19875811"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16267260"")";inflammation;2569713;['Pathologic Function'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Disease-a-month : DM, Vojnosanitetski pregled, Surgery, gynecology & obstetrics;1874121, 14931885, 14314102;Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4, 4, 4, 4, 4, 4;Methods in molecular biology (Clifton, N.J.), Journal of the American Society of Nephrology : JASN, Circulation, Neurogastroenterology and motility : the official journal of the European Gastrointestinal Motility Society, Journal of pharmaceutical sciences, Gastroenterology, Burns : journal of the International Society for Burn Injuries, Arkhiv patologii, The Journal of clinical investigation, Nephron;20597007, 19875811, 16267260, 26556786, 21656517, 8395445, 9177876, 1953359, 2838520, 3600923
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12101306"")";;;toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;is associated with, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19868827"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22262337"")";;intestinal obstruction;986015;['Finding', 'Disease or Syndrome'];2,0;Euretos, Pubmed;4;Microbiology (Reading, England);12101306;Euretos, Euretos;4, 4;The Journal of experimental medicine, La Clinica terapeutica;19868827, 22262337
clostridium septicum;594669;['Bacterium', 'Species'];is part of, is location of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14715670"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13582143"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13598715"")";toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;is associated with, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19868827"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22262337"")";;intestinal obstruction;986015;['Finding', 'Disease or Syndrome'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;The Journal of biological chemistry, Zhurnal mikrobiologii, epidemiologii, i immunobiologii, Journal of bacteriology;14715670, 13582143, 13598715;Euretos, Euretos;4, 4;The Journal of experimental medicine, La Clinica terapeutica;19868827, 22262337
clostridium tetani;330973;['Bacterium', 'Species'];is location of, produces, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1874121"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14931885"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14314102"")";toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;is associated with, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/19868827"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/22262337"")";;intestinal obstruction;986015;['Finding', 'Disease or Syndrome'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Disease-a-month : DM, Vojnosanitetski pregled, Surgery, gynecology & obstetrics;1874121, 14931885, 14314102;Euretos, Euretos;4, 4;The Journal of experimental medicine, La Clinica terapeutica;19868827, 22262337
proteus mirabilis;943113;['Bacterium', 'Species'];is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/4613972"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/6278022"")";;endotoxins;325567;['Carbohydrate', 'Lipid', 'Hazardous or Poisonous Substance'];6917;is associated with, disrupts, augments, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16861298"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18556352"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9811894"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Euretos, Pubmed, Pubmed;4, 4;Medycyna doswiadczalna i mikrobiologia, Journal of immunology (Baltimore, Md. : 1950);4613972, 6278022;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Proceedings of the National Academy of Sciences of the United States of America, Endocrinology, Proceedings of the National Academy of Sciences of the United States of America, Innate immunity;16861298, 18556352, 9811894, 20423922
proteus mirabilis;943113;['Bacterium', 'Species'];produces, is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24771125"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17005777"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12488561"")";virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;augments, disrupts, is associated with, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20547102"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25525484"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17194768"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Antonie van Leeuwenhoek, Journal of medical microbiology, Journal of medical microbiology;24771125, 17005777, 12488561;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;International journal of medical microbiology : IJMM, Eplasty, The Plant cell, mBio, Infection and immunity;20547102, 25525484, 17194768, 24449750, 12704110
proteus mirabilis;943113;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12101306"")";;;toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;augments, causes, disrupts, is associated with, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25242213"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23645153"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26621243"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Pubmed;4;Microbiology (Reading, England);12101306;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Molecular immunology, Toxins, Immunologic research, Journal of immunology (Baltimore, Md. : 1950), Jornal de pediatria;25242213, 23645153, 26621243, 15814721, 14647716
clostridium septicum;594669;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17128973"")";;;virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;augments, disrupts, is associated with, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20547102"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25525484"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17194768"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Pubmed;4;Biochemistry;17128973;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;International journal of medical microbiology : IJMM, Eplasty, The Plant cell, mBio, Infection and immunity;20547102, 25525484, 17194768, 24449750, 12704110
clostridium septicum;594669;['Bacterium', 'Species'];is part of, is location of, produces;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14715670"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13582143"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/13598715"")";toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;augments, causes, disrupts, is associated with, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25242213"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23645153"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26621243"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;The Journal of biological chemistry, Zhurnal mikrobiologii, epidemiologii, i immunobiologii, Journal of bacteriology;14715670, 13582143, 13598715;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Molecular immunology, Toxins, Immunologic research, Journal of immunology (Baltimore, Md. : 1950), Jornal de pediatria;25242213, 23645153, 26621243, 15814721, 14647716
megasphaera elsdenii;4676904;['Bacterium'];is location of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/453682"")";;;endotoxins;325567;['Carbohydrate', 'Lipid', 'Hazardous or Poisonous Substance'];6917;is associated with, disrupts, augments, causes;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/16861298"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/18556352"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/9811894"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Pubmed;4;American journal of veterinary research;453682;Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4;Proceedings of the National Academy of Sciences of the United States of America, Endocrinology, Proceedings of the National Academy of Sciences of the United States of America, Innate immunity;16861298, 18556352, 9811894, 20423922
clostridium tetani;330973;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12911336"")";;;virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;augments, is associated with, disrupts, causes, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/20547102"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25525484"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17194768"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Pubmed;4;Biotechnology and applied biochemistry;12911336;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;International journal of medical microbiology : IJMM, Eplasty, The Plant cell, mBio, Infection and immunity;20547102, 25525484, 17194768, 24449750, 12704110
clostridium tetani;330973;['Bacterium', 'Species'];is location of, produces, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/1874121"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14931885"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/14314102"")";toxin;2274712;['Biologically Active Substance', 'Hazardous or Poisonous Substance'];11266;augments, causes, disrupts, is associated with, affects;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/25242213"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23645153"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/26621243"")";immunity, innate;508506;['Organism Attribute'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Disease-a-month : DM, Vojnosanitetski pregled, Surgery, gynecology & obstetrics;1874121, 14931885, 14314102;Euretos, Euretos, Euretos, Euretos, Euretos;4, 4, 4, 4, 4;Molecular immunology, Toxins, Immunologic research, Journal of immunology (Baltimore, Md. : 1950), Jornal de pediatria;25242213, 23645153, 26621243, 15814721, 14647716
proteus mirabilis;943113;['Bacterium', 'Species'];produces, is location of, is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/24771125"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17005777"")";"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/12488561"")";virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23893142"")";;;low back pain;2621739;['Finding', 'Sign or Symptom'];2,0;Euretos, Euretos, Euretos, Pubmed, Pubmed, Pubmed;4, 4, 4;Antonie van Leeuwenhoek, Journal of medical microbiology, Journal of medical microbiology;24771125, 17005777, 12488561;Euretos;4;Journal of back and musculoskeletal rehabilitation;23893142
clostridium septicum;594669;['Bacterium', 'Species'];is part of;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/17128973"")";;;virulence factors;301050;['Organic Chemical', 'Biologically Active Substance', 'Hazardous or Poisonous Substance'];4101;is associated with;"=HYPERLINK(""http://www.ncbi.nlm.nih.gov/pubmed/23893142"")";;;low back pain;2621739;['Finding', 'Sign or Symptom'];2,0;Euretos, Pubmed;4;Biochemistry;17128973;Euretos;4;Journal of back and musculoskeletal rehabilitation;23893142
