Fusobacterium sp. 2_1_31;No mapping available
Fusobacterium sp. 4_1_13;No mapping available
Fusobacterium sp. 7_1;No mapping available
Fusobacterium sp. D11;No mapping available
Fusobacterium sp. D12;No mapping available
Fusobacterium ulcerans ATCC 49185;No mapping available
Fusobacterium varium ATCC 27725;No mapping available
Helicobacter bilis ATCC 43879;No mapping available
Helicobacter canadensis MIT 98-5491;No mapping available
Helicobacter cinaedi CCUG 18818;No mapping available
Helicobacter pullorum MIT 98-5489;No mapping available
Helicobacter winghamensis ATCC BAA-430;No mapping available
Holdemania filiformis DSM 12042;No mapping available
Lactobacillus acidophilus ATCC 4796;No mapping available
Lactobacillus antri DSM 16041;No mapping available
Lactobacillus brevis subsp. gravesensis ATCC 27305;No mapping available
Lactobacillus buchneri ATCC 11577;No mapping available
Lactobacillus fermentum ATCC 14931;No mapping available
Lactobacillus helveticus DSM 20075;No mapping available
Lactobacillus hilgardii ATCC 8290;No mapping available
Lactobacillus paracasei subsp. paracasei 8700:2;No mapping available
Lactobacillus paracasei subsp. paracasei ATCC 25302;No mapping available
Lactobacillus plantarum subsp. plantarum ATCC 14917;No mapping available
Lactobacillus reuteri CF48-3A;No mapping available
Lactobacillus reuteri JCM 1112;No mapping available
Lactobacillus reuteri MM2-3;No mapping available
Lactobacillus reuteri MM4-1A;No mapping available
Lactobacillus reuteri SD2112;No mapping available
Lactobacillus rhamnosus LMS2-1;No mapping available
Lactobacillus ruminis ATCC 25644;No mapping available
Lactobacillus salivarius ATCC 11741;No mapping available
Lactobacillus ultunensis DSM 16047;No mapping available
Leuconostoc mesenteroides subsp. cremoris ATCC 19254;No mapping available
Listeria grayi DSM 20601;No mapping available
Methanobrevibacter smithii DSM 2374;No mapping available
Methanobrevibacter smithii DSM 2375;No mapping available
Mitsuokella multacida DSM 20544;No mapping available
Oxalobacter formigenes HOxBLS;No mapping available
Oxalobacter formigenes OXCC13;No mapping available
Parabacteroides johnsonii DSM 18315;No mapping available
Parabacteroides merdae ATCC 43184;No mapping available
Parvimonas micra ATCC 33270;No mapping available
Prevotella copri DSM 18205;No mapping available
Proteus penneri ATCC 35198;No mapping available
Providencia alcalifaciens DSM 30120;No mapping available
Providencia rettgeri DSM 1131;No mapping available
Providencia rustigianii DSM 4541;No mapping available
Providencia stuartii ATCC 25827;No mapping available
Roseburia intestinalis L1-82;No mapping available
Roseburia inulinivorans DSM 16841;No mapping available
Ruminococcus gnavus ATCC 29149;No mapping available
Ruminococcus lactaris ATCC 29176;No mapping available
Ruminococcus obeum ATCC 29174;No mapping available
Ruminococcus torques ATCC 27756;No mapping available
Streptococcus infantarius subsp. infantarius ATCC BAA-102;No mapping available
Subdoligranulum variabile DSM 15176;No mapping available
Weissella paramesenteroides ATCC 33313;No mapping available
Bacteroides xylanisolvens XB1A;No mapping available
Butyrivibrio fibrisolvens 16/4;No mapping available
Coprococcus comes SL7/1;No mapping available
Eubacterium rectale DSM 17629;No mapping available
Eubacterium rectale M104/1;No mapping available
Eubacterium siraeum 70/3;No mapping available
Faecalibacterium prausnitzii SL3/3;No mapping available
Gordonibacter pamelaeae 7-10-1-b;No mapping available
Megamonas hypermegale ART12/1;No mapping available
Roseburia intestinalis M50/1;No mapping available
Ruminococcus bromii L2-63;No mapping available
Ruminococcus obeum A2-162;No mapping available
Ruminococcus sp. 18P13;No mapping available
Ruminococcus sp. SR1/5;No mapping available
Ruminococcus torques L2-14;No mapping available
unknown sp. SS3/4;No mapping available
Bacteroides fragilis NCTC 9343;No mapping available
Bacteroides fragilis YCH46;No mapping available
Bacteroides thetaiotaomicron VPI-5482;No mapping available
Bacteroides vulgatus ATCC 8482;No mapping available
Bifidobacterium adolescentis ATCC 15703;No mapping available
Bifidobacterium animalis subsp. lactis AD011;No mapping available
Bifidobacterium longum DJO10A;No mapping available
Bifidobacterium longum NCC2705;No mapping available
Bifidobacterium longum subsp. infantis ATCC 15697;No mapping available
Lactobacillus brevis ATCC 367;No mapping available
Lactobacillus casei ATCC 334;No mapping available
Lactobacillus casei BL23;No mapping available
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842;No mapping available
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365;No mapping available
Lactobacillus fermentum IFO 3956;No mapping available
Lactobacillus gasseri ATCC 33323;No mapping available
Lactobacillus helveticus DPC 4571;No mapping available
Lactobacillus johnsonii NCC 533;No mapping available
Lactobacillus plantarum WCFS1;No mapping available
Lactobacillus reuteri DSM 20016;No mapping available
Lactobacillus sakei subsp. sakei 23K;No mapping available
Lactobacillus salivarius UCC118;No mapping available
Methanobrevibacter smithii ATCC 35061;No mapping available
Parabacteroides distasonis ATCC 8503;No mapping available
Methanobrevibacter smithii F1;No mapping available
Methanobrevibacter smithii ATCC 35061;No mapping available
Methanobrevibacter smithii;No mapping available
Faecalibacterium prausnitzii M21/2;No mapping available
butyrate-producing bacterium SR1/5;No mapping available
Roseburia intestinalis L1-82;No mapping available
Enterococcus casseliflavus EC10;No mapping available
Enterococcus casseliflavus EC20;No mapping available
Enterococcus faecalis D6;No mapping available
Enterococcus gallinarum EG1;No mapping available
Enterococcus faecium Com15;No mapping available
Enterococcus faecium 1,230,933;No mapping available
Escherichia coli CFT073;No mapping available
Escherichia coli S88;No mapping available
Escherichia coli ED1a;No mapping available
Escherichia coli HS;No mapping available
Escherichia coli 536;No mapping available
Escherichia coli IAI39;No mapping available
Escherichia coli SMS-3-5;No mapping available
Escherichia coli UTI89;No mapping available
Escherichia coli APEC O1;No mapping available
Escherichia coli O127:H6 str. E2348/69;No mapping available
Escherichia coli ATCC 8739;No mapping available
Klebsiella pneumoniae 342;No mapping available
Klebsiella pneumoniae subsp. pneumoniae MGH 78578;No mapping available
Desulfovibrio piger ATCC 29098;No mapping available
Akkermansia muciniphila ATCC BAA-835;No mapping available
Bacteroides thetaiotaomicron VPI-5482;No mapping available
Bacteroides sp. 2_1_7;No mapping available
Bacteroides fragilis NCTC 9343;No mapping available
Bacteroides fragilis YCH46;No mapping available
Bacteroides vulgatus ATCC 8482;No mapping available
Bacteroides sp. XB1A;No mapping available
Bacteroides sp. D4;No mapping available
Parabacteroides distasonis ATCC 8503;No mapping available
Bifidobacterium bifidum NCIMB 41171;No mapping available
Bifidobacterium animalis subsp. lactis AD011;No mapping available
Bifidobacterium longum NCC2705;No mapping available
Bifidobacterium longum bv. infantis CCUG 52486;No mapping available
Bifidobacterium longum subsp. infantis ATCC 15697;No mapping available
Bifidobacterium longum DJO10A;No mapping available
Bifidobacterium adolescentis ATCC 15703;No mapping available
Bifidobacterium adolescentis L2-32;No mapping available
Enterococcus faecalis;[{'id': '307481', 'name': 'enterococcus faecalis', 'synonyms': [{'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus fecalis', 'source': 'umls'}, {'name': 'streptococcus group d', 'source': 'umls'}, {'name': 'd013293', 'source': 'conceptwiki'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'strep group d', 'source': 'conceptwiki'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus faecalis (andrewes and horder 1906) schleifer and kilpper-balz 1984', 'source': 'umls'}, {'name': 'streptococcus group d', 'source': 'conceptwiki'}, {'name': 'micrococcus zymogenes', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus fecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus proteiformis', 'source': 'umls'}, {'name': 'streptococcus liquefaciens', 'source': 'umls'}, {'name': 'enterococcus faecalis (organism)', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'conceptwiki'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'conceptwiki'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis andrewes and horder 1906 (approved lists 1980)', 'source': 'umls'}, {'name': 'enterococcus fecalis (organism)', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'enterocoque', 'source': 'umls'}, {'name': 'strep faecalis', 'source': 'conceptwiki'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus glycerinaceus', 'source': 'umls'}, {'name': 'c0038404', 'source': 'conceptwiki'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'entfl', 'source': 'conceptwiki'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'strep faecalis', 'source': 'umls'}, {'name': 'micrococcus ovalis', 'source': 'umls'}, {'name': 'strep group d', 'source': 'umls'}, {'name': 'ncbitaxon:1351', 'source': 'efo'}, {'name': '0355-5898', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'd013293', 'source': 'umls'}, {'name': 'enterocoque', 'source': 'umls'}, {'name': 'streptococcus group d', 'source': 'umls'}, {'name': 'streptococcus faecalis', 'source': 'umls'}, {'name': 'streptococcus fecalis', 'source': 'umls'}, {'name': 'enterococcus faecalis', 'source': 'umls'}, {'name': 'enterococcus fecalis', 'source': 'umls'}, {'name': 'c0038404', 'source': 'umls'}], 'source': 'umls', 'semanticTypes': ['T007', 'T9998']}, {'id': '2990736', 'name': 'enterococcus faecalis & other enterococcus sp', 'synonyms': [{'name': 'c3656456', 'source': 'umls'}], 'source': 'umls', 'semanticTypes': ['T007']}, {'id': '4139291', 'name': 'enterococcus faecalis variant', 'synonyms': [{'name': 'enterococcus faecalis variant (organism)', 'source': 'umls'}, {'name': 'enterococcus fecalis variant', 'source': 'umls'}, {'name': 'c1562878', 'source': 'umls'}], 'source': 'umls', 'semanticTypes': ['T007']}]
Mycoplasma hominis;"[{'id': '92331', 'name': 'mycoplasma hominis', 'synonyms': [{'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': 'asterococcus hominis', 'source': 'umls'}, {'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': 'mycoplasma hominis (freundt 1953) edward 1955', 'source': 'umls'}, {'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': 'mycho', 'source': 'conceptwiki'}, {'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': 'hominis mycoplasmas', 'source': 'umls'}, {'name': 'micromyces hominis group i', 'source': 'umls'}, {'name': 'c0317838', 'source': 'conceptwiki'}, {'name': 'mycoplasma hominis', 'source': 'conceptwiki'}, {'name': 'd019535', 'source': 'umls'}, {'name': 'schizoplasma hominis', 'source': 'umls'}, {'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': '0347-2540', 'source': 'umls'}, {'name': 'c0317838', 'source': 'umls'}, {'name': 'mycoplasma hominis', 'source': 'umls'}, {'name': 'd019535', 'source': 'conceptwiki'}, {'name': 'mycoplasma hominis (organism)', 'source': 'umls'}], 'source': 'umls', 'semanticTypes': ['T007', 'T9998']}, {'id': '2016230', 'name': 'mycoplasma hominis &#x7c; xxx', 'synonyms': [{'name': 'c1993026', 'source': 'umls'}], 'source': 'umls', 'semanticTypes': ['T007']}]"
Acinetobacter junii SH205;No mapping available
Acinetobacter radioresistens SH164;No mapping available
Acinetobacter radioresistens SK82;No mapping available
Actinobacillus succinogenes 130Z;No mapping available
Actinomyces odontolyticus F0309;No mapping available
Arcobacter butzleri RM4018;No mapping available
Bacillus halodurans C-125;No mapping available
Bacteroides dorei 5_1_36/D4;No mapping available
Bacteroides fragilis 3_1_12;No mapping available
Bacteroides fragilis YCH46;No mapping available
Bacteroides sp. 2_1_7;No mapping available
Bacteroides thetaiotaomicron VPI-5482;No mapping available
Bacteroides vulgatus PC510;No mapping available
Bacteroides xylanisolvens XB1A;No mapping available
Bifidobacterium adolescentis L2-32;No mapping available
Bifidobacterium dentium Bd1;No mapping available
Bifidobacterium longum DJO10A;No mapping available
Bifidobacterium longum NCC2705;No mapping available
butyrate-producing bacterium SSC/2;No mapping available
Butyrivibrio fibrisolvens 16/4;No mapping available
Clostridium difficile 630;No mapping available
Clostridium difficile CD196;No mapping available
Clostridium difficile NAP07;No mapping available
Clostridium difficile NAP08;No mapping available
Clostridium difficile R20291;No mapping available
Clostridium perfringens SM101;No mapping available
Coprococcus catus GD/7;No mapping available
Desulfitobacterium hafniense DCB-2;No mapping available
Desulfitobacterium hafniense Y51;No mapping available
Edwardsiella tarda EIB202;No mapping available
Enterococcus faecalis HH22;No mapping available
Enterococcus faecalis PC1.1;No mapping available
Enterococcus faecalis R712;No mapping available
Enterococcus faecalis S613;No mapping available
Enterococcus faecalis TX0104;No mapping available
Enterococcus faecalis TX1322;No mapping available
Enterococcus faecalis V583;No mapping available
Enterococcus faecium DO;No mapping available
Enterococcus faecium PC4.1;No mapping available
Enterococcus faecium TX1330;No mapping available
Escherichia coli 536;No mapping available
Escherichia coli 55989;No mapping available
Escherichia coli 83972;No mapping available
Escherichia coli BL21(DE3);No mapping available
Escherichia coli BW2952;No mapping available
Escherichia coli CFT073;No mapping available
Escherichia coli E24377A;No mapping available
Escherichia coli ED1a;No mapping available
Escherichia coli HS;No mapping available
Escherichia coli IAI1;No mapping available
Escherichia coli IAI39;No mapping available
Escherichia coli S88;No mapping available
Escherichia coli SE11;No mapping available
Escherichia coli SE15;No mapping available
Escherichia coli SMS-3-5;No mapping available
Escherichia coli UMN026;No mapping available
Escherichia coli UTI89;No mapping available
Eubacterium cylindroides T2-87;No mapping available
Eubacterium rectale M104/1;No mapping available
Eubacterium siraeum 70/3;No mapping available
Eubacterium siraeum V10Sc8a;No mapping available
Faecalibacterium prausnitzii A2-165;No mapping available
Faecalibacterium prausnitzii L2-6;No mapping available
Faecalibacterium prausnitzii M21/2;No mapping available
Faecalibacterium prausnitzii SL3/3;No mapping available
Fusobacterium sp. 1_1_41FAA;No mapping available
Fusobacterium sp. 2_1_31;No mapping available
Fusobacterium sp. 3_1_27;No mapping available
Fusobacterium sp. 3_1_33;No mapping available
Fusobacterium sp. 3_1_36A2;No mapping available
Fusobacterium sp. 3_1_5R;No mapping available
Fusobacterium sp. 4_1_13;No mapping available
Fusobacterium sp. 7_1;No mapping available
Fusobacterium sp. D11;No mapping available
Fusobacterium sp. D12;No mapping available
Gordonibacter pamelaeae 7-10-1-b;No mapping available
Helicobacter pylori 26695;No mapping available
Helicobacter pylori B38;No mapping available
Helicobacter pylori B8;No mapping available
Helicobacter pylori G27;No mapping available
Helicobacter pylori HPAG1;No mapping available
Helicobacter pylori J99;No mapping available
Helicobacter pylori P12;No mapping available
Helicobacter pylori Shi470;No mapping available
Lactobacillus casei BL23;No mapping available
Lactobacillus crispatus 125-2-CHN;No mapping available
Lactobacillus crispatus 214-1;No mapping available
Lactobacillus crispatus JV-V01;No mapping available
Lactobacillus crispatus MV-1A-US;No mapping available
Lactobacillus crispatus MV-3A-US;No mapping available
Lactobacillus crispatus ST1;No mapping available
Lactobacillus fermentum 28-3-CHN;No mapping available
Lactobacillus plantarum JDM1;No mapping available
Lactobacillus plantarum WCFS1;No mapping available
Lactobacillus reuteri CF48-3A;No mapping available
Lactobacillus reuteri MM2-3;No mapping available
Lactobacillus reuteri MM4-1A;No mapping available
Lactobacillus reuteri SD2112;No mapping available
Lactobacillus rhamnosus GG;[{'id': '232124', 'name': 'lactobacillus casei rhamnosus', 'synonyms': [{'name': 'd052201', 'source': 'umls'}, {'name': 'c0317597', 'source': 'umls'}, {'name': 'lactobacillus casei subsp. rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus (gg) unidentified', 'source': 'umls'}, {'name': 'lactobacillus casei rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus (organism)', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus (gg) @ @ unidentified', 'source': 'umls'}, {'name': 'lactobacillus casei subsp rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus', 'source': 'umls'}, {'name': 'lacrh', 'source': 'conceptwiki'}, {'name': 'lactobacillus rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus casei rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus casei subsp rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus casei rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus', 'source': 'umls'}, {'name': 'lactobacillus casei rhamnosus (organism)', 'source': 'umls'}, {'name': 'lactobacillus casei subsp. rhamnosus hansen 1968 (approved lists 1980)', 'source': 'umls'}, {'name': 'lactobacillus casei rhamnosus', 'source': 'umls'}, {'name': 'c0317597', 'source': 'conceptwiki'}, {'name': 'lactobacillus rhamnosus (hansen 1968) collins et al. 1989', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus (medication)', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus', 'source': 'umls'}, {'name': 'd052201', 'source': 'conceptwiki'}, {'name': 'ncbitaxon:47715', 'source': 'efo'}, {'name': 'lactobacillus rhamnosus', 'source': 'conceptwiki'}], 'source': 'umls', 'semanticTypes': ['T007', 'T9998']}, {'id': '2415513', 'name': 'lactobacillus rhamnosus gg', 'synonyms': [{'name': 'lactobacillus rhamnosus gg', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus gg', 'source': 'umls'}, {'name': 'c61097', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus gg', 'source': 'umls'}, {'name': 'lgg', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus gg', 'source': 'umls'}, {'name': 'ncbitaxon:568703', 'source': 'efo'}, {'name': 'cdr0000468840', 'source': 'umls'}, {'name': 'lactobacillus rhamnosus gg', 'source': 'umls'}, {'name': 'c1629836', 'source': 'umls'}], 'source': 'umls', 'semanticTypes': ['T007']}]
Lactobacillus rhamnosus LMS2-1;No mapping available
Lactobacillus salivarius UCC118;No mapping available
Listeria innocua Clip11262;No mapping available
Mannheimia succiniciproducens MBEL55E;No mapping available
Megamonas hypermegale ART12/1;No mapping available
Oxalobacter formigenes HOxBLS;No mapping available
Oxalobacter formigenes OXCC13;No mapping available
Pediococcus acidilactici 7_4;No mapping available
Porphyromonas gingivalis W83;No mapping available
Roseburia intestinalis L1-82;No mapping available
Roseburia intestinalis M50/1;No mapping available
Roseburia intestinalis XB6B4;No mapping available
Ruminococcus bromii L2-63;No mapping available
Ruminococcus obeum A2-162;No mapping available
Ruminococcus sp. 18P13;No mapping available
Ruminococcus sp. SR1/5;No mapping available
Ruminococcus torques L2-14;No mapping available
Escherichia coli D9;No mapping available
Turicibacter sp. PC909;No mapping available
Actinomyces odontolyticus ATCC 17982;No mapping available
Akkermansia muciniphila ATCC BAA-835;No mapping available
Alistipes putredinis DSM 17216;No mapping available
Alistipes shahii WAL 8301;No mapping available
Anaerobaculum hydrogeniformans ATCC BAA-1850;No mapping available
Anaerococcus hydrogenalis DSM 7454;No mapping available
Anaerofustis stercorihominis DSM 17244;No mapping available
Anaerostipes caccae DSM 14662;No mapping available
Anaerotruncus colihominis DSM 17241;No mapping available
Bacteroides caccae ATCC 43185;No mapping available
Bacteroides capillosus ATCC 29799;No mapping available
Bacteroides cellulosilyticus DSM 14838;No mapping available
Bacteroides coprocola DSM 17136;No mapping available
Bacteroides coprophilus DSM 18228;No mapping available
Bacteroides dorei DSM 17855;No mapping available
Bacteroides eggerthii DSM 20697;No mapping available
Bacteroides finegoldii DSM 17565;No mapping available
Bacteroides fragilis NCTC 9343;No mapping available
Bacteroides intestinalis DSM 17393;No mapping available
Bacteroides ovatus ATCC 8483;No mapping available
Bacteroides pectinophilus ATCC 43243;No mapping available
Bacteroides plebeius DSM 17135;No mapping available
Bacteroides stercoris ATCC 43183;No mapping available
Bacteroides uniformis ATCC 8492;No mapping available
Bacteroides vulgatus ATCC 8482;No mapping available
Bifidobacterium adolescentis ATCC 15703;No mapping available
Bifidobacterium angulatum DSM 20098;No mapping available
Bifidobacterium bifidum NCIMB 41171;No mapping available
Bifidobacterium breve DSM 20213;No mapping available
Bifidobacterium catenulatum DSM 16992;No mapping available
Bifidobacterium dentium ATCC 27678;No mapping available
Bifidobacterium gallicum DSM 20093;No mapping available
Bifidobacterium pseudocatenulatum DSM 20438;No mapping available
Blautia hansenii DSM 20583;No mapping available
Blautia hydrogenotrophica DSM 10507;No mapping available
Bryantella formatexigens DSM 14469;No mapping available
Butyrivibrio crossotus DSM 2876;No mapping available
Catenibacterium mitsuokai DSM 15897;No mapping available
Citrobacter youngae ATCC 29220;No mapping available
Clostridium asparagiforme DSM 15981;No mapping available
Clostridium bartlettii DSM 16795;No mapping available
Clostridium bolteae ATCC BAA-613;No mapping available
Clostridium hathewayi DSM 13479;No mapping available
Clostridium hiranonis DSM 13275;No mapping available
Clostridium hylemonae DSM 15053;No mapping available
Clostridium leptum DSM 753;No mapping available
Clostridium methylpentosum DSM 5476;No mapping available
Clostridium nexile DSM 1787;No mapping available
Clostridium perfringens ATCC 13124;No mapping available
Clostridium perfringens str. 13;No mapping available
Clostridium ramosum DSM 1402;No mapping available
Clostridium scindens ATCC 35704;No mapping available
Collinsella aerofaciens ATCC 25986;No mapping available
Collinsella intestinalis DSM 13280;No mapping available
Collinsella stercoris DSM 13279;No mapping available
Coprococcus comes ATCC 27758;No mapping available
Coprococcus eutactus ATCC 27759;No mapping available
Corynebacterium ammoniagenes DSM 20306;No mapping available
Desulfovibrio piger ATCC 29098;No mapping available
Dorea formicigenerans ATCC 27755;No mapping available
Dorea longicatena DSM 13814;No mapping available
Edwardsiella tarda ATCC 23685;No mapping available
Eggerthella lenta DSM 2243;No mapping available
Enterobacter cancerogenus ATCC 35316;No mapping available
Enterococcus faecalis ATCC 29200;No mapping available
Enterococcus faecalis TUSoD Ef11;No mapping available
Escherichia coli APEC O1;No mapping available
Escherichia coli ATCC 8739;No mapping available
Escherichia coli O157:H7 EDL933;No mapping available
Eubacterium dolichum DSM 3991;No mapping available
Eubacterium eligens ATCC 27750;No mapping available
Eubacterium hallii DSM 3353;No mapping available
Eubacterium rectale ATCC 33656;No mapping available
Eubacterium rectale DSM 17629;No mapping available
Eubacterium siraeum DSM 15702;No mapping available
Eubacterium ventriosum ATCC 27560;No mapping available
Finegoldia magna ATCC 29328;No mapping available
Finegoldia magna ATCC 53516;No mapping available
Fusobacterium gonidiaformans ATCC 25563;No mapping available
Fusobacterium mortiferum ATCC 9817;No mapping available
