accessionID,lat_long,taxonomyID,fromGenebankID,germplasmStatus,collectionDate
EA00111,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00112,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00113,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00114,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00115,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00116,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00117,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00118,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00119,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00120,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00121,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00122,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00123,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00124,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00125,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00126,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00127,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00128,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00129,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00130,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00131,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00132,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00133,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00134,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00135,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00136,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00137,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00138,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00139,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00140,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00141,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00142,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00143,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00144,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00145,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00146,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00147,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00148,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00149,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00150,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00151,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00152,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00153,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00154,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00155,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00156,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00157,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00158,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00159,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00160,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00161,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00162,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00163,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00164,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00165,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00166,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00167,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00168,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00169,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00170,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00171,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00172,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00173,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00174,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00175,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00176,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00177,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00178,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00179,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00180,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00181,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00182,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00183,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00184,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00185,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00186,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00187,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00188,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00189,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00190,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00191,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00192,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00193,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00194,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00195,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00196,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00197,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00198,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00199,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00200,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00201,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00202,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00203,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00204,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00205,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00206,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00207,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00208,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00209,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00210,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00211,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00212,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00213,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00214,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00215,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00216,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00217,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00218,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00219,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00220,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00221,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00222,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00223,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00224,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00225,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00226,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00227,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00228,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00229,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00230,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00231,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00232,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00233,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00234,"N520517,E543943",4081,N020105,cultivated,13/10/2015
EA00235,"N520517,E543943",4081,N020110,cultivated,13/10/2015
EA00236,"N520517,E543943",4081,N020091,cultivated,13/10/2015
EA00237,"N520517,E543943",4081,N020096,cultivated,13/10/2015
EA00238,"N520517,E543943",4081,N020014,cultivated,13/10/2015
EA00239,"N520517,E543943",4081,N020017,cultivated,13/10/2015
EA00240,"N520517,E543943",4081,N020212,cultivated,13/10/2015
EA00241,"N520517,E543943",4081,N020215,cultivated,13/10/2015
EA00242,"N520517,E543943",4081,30002,cultivated,13/10/2015
EA00243,"N520517,E543943",4081,N010015,cultivated,13/10/2015
EA00244,"N520517,E543943",4081,N020005,cultivated,13/10/2015
EA00245,"N520517,E543943",4081,N000046,cultivated,13/10/2015
EA00246,"N520517,E543943",4081,N010036,cultivated,13/10/2015
EA00247,"N520517,E543943",4081,N000047,cultivated,13/10/2015
EA00248,"N520517,E543943",4081,N020006,cultivated,13/10/2015
EA00249,"N520517,E543943",4081,N010006,cultivated,13/10/2015
EA00250,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00251,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00252,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00253,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00254,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00255,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00256,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00257,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00258,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00259,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00260,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00261,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00262,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00263,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00264,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00265,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00266,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00267,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00268,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00269,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00270,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00271,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00272,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00273,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00274,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00275,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00276,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00277,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00278,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00279,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00280,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00281,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00282,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00283,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00284,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00285,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00286,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00287,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00288,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00289,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00290,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00291,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00292,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00293,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00294,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00295,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00296,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00297,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00298,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00299,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00300,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00301,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00302,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00303,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00304,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00305,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00306,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00307,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00308,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00309,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00310,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00311,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00312,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00313,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00314,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00315,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00316,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00317,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00318,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00319,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00320,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00321,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00322,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00323,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00324,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00325,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00326,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00327,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00328,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00329,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00330,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00331,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00332,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00333,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00334,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00335,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00336,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00337,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00338,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00339,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00340,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00341,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00342,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00343,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00344,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00345,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00346,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00347,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00348,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00349,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00350,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00351,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00352,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00353,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00354,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00355,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00356,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00357,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00358,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00359,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00360,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00361,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00362,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00363,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00364,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00365,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00366,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00367,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00368,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00369,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00370,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00371,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00372,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00373,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00374,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00375,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00376,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00377,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00378,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00379,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00380,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00381,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00382,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00383,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00384,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00385,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00386,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00387,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00388,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00389,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00390,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00391,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00392,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00393,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00394,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00395,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00396,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00397,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
EA00398,"N520517,E543943",4081,CGN1431,cultivated,13/10/2015
