"Subject","Predicate","Object","Provenance","Score"
"phleomycin d1","gene product variant decreases","resistance to chemicals","210192624","8.9631"
"pterostilbene","is adjacent to","resistance to chemicals","210152088","9.9907"
"pterostilbene","is adjacent to","resistance to chemicals","210232549","9.9907"
"pterostilbene","is functionally related to","resistance to chemicals","210126108","9.9907"
"pterostilbene","is functionally related to","resistance to chemicals","210228435","9.9907"
"pterostilbene","affects","resistance to chemicals","210130973","9.9907"
"pterostilbene","affects","resistance to chemicals","210136223","9.9907"
"pterostilbene","affects","resistance to chemicals","210233658","9.9907"
"pterostilbene","gene product variant decreases","resistance to chemicals","210226834","9.9907"
"1-butanol","is a","resistance to chemicals","210166634","10.4191"
"1-butanol","is adjacent to","resistance to chemicals","210107303","10.0724"
"1-butanol","is adjacent to","resistance to chemicals","210127432","10.0724"
"1-butanol","is adjacent to","resistance to chemicals","210164326","10.4191"
"1-butanol","is adjacent to","resistance to chemicals","210188493","10.5194"
"1-butanol","is adjacent to","resistance to chemicals","210211689","10.5194"
"1-butanol","is functionally related to","resistance to chemicals","210117582","10.5194"
"1-butanol","is functionally related to","resistance to chemicals","210194917","10.4191"
"1-butanol","is functionally related to","resistance to chemicals","210226538","10.0724"
"1-butanol","is functionally related to","resistance to chemicals","210232437","10.0724"
"1-butanol","affects","resistance to chemicals","210135332","10.5194"
"1-butanol","affects","resistance to chemicals","210173342","10.0724"
"1-butanol","affects","resistance to chemicals","210176479","10.5194"
"1-butanol","affects","resistance to chemicals","210206572","10.4191"
"1-butanol","affects","resistance to chemicals","210208304","10.4191"
"1-butanol","affects","resistance to chemicals","210209568","10.5194"
"1-butanol","affects","resistance to chemicals","210217496","10.5194"
"1-butanol","affects","resistance to chemicals","210224959","10.0724"
"1-butanol","affects","resistance to chemicals","210238911","10.0724"
"1-butanol","gene product variant increases","resistance to chemicals","210114029","10.4191"
"1-butanol","gene product variant increases","resistance to chemicals","210180628","10.5194"
"1-butanol","gene product variant increases","resistance to chemicals","210226965","10.0724"
"1-butanol","gene product variant decreases","resistance to chemicals","210157815","10.4191"
"1-butanol","gene product variant decreases","resistance to chemicals","210172697","10.4191"
"1-butanol","gene product variant decreases","resistance to chemicals","210188594","10.0724"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210105012","9.0935"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210143485","9.0935"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210185226","9.0935"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210203889","8.4254"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210212791","8.4254"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210111787","9.0935"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210148172","9.0935"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210169844","8.4254"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210181336","8.4254"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210201220","9.0935"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210201247","9.0935"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210232556","9.0935"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210110708","8.4254"
"2,4-diacetylphloroglucinol","gene product variant increases","resistance to chemicals","210152144","8.4254"
"2,4-diacetylphloroglucinol","gene product variant decreases","resistance to chemicals","210118088","8.4254"
"2,4-diacetylphloroglucinol","gene product variant decreases","resistance to chemicals","210157869","8.4254"
"tirapazamine","is adjacent to","resistance to chemicals","210107444","10.4108"
"tirapazamine","is adjacent to","resistance to chemicals","210221440","10.4108"
"tirapazamine","is functionally related to","resistance to chemicals","210126425","10.4108"
"tirapazamine","is functionally related to","resistance to chemicals","210179407","10.4108"
"tirapazamine","is functionally related to","resistance to chemicals","210182970","10.4108"
"tirapazamine","is functionally related to","resistance to chemicals","210230293","10.4108"
"tirapazamine","is functionally related to","resistance to chemicals","210232469","10.4108"
"tirapazamine","gene product variant increases","resistance to chemicals","210215337","10.4108"
"edelfosine","is adjacent to","resistance to chemicals","210232486","13.6925"
"edelfosine","is functionally related to","resistance to chemicals","210165490","13.6925"
"edelfosine","is functionally related to","resistance to chemicals","210185053","13.6925"
"edelfosine","is functionally related to","resistance to chemicals","210214086","13.6925"
"edelfosine","is functionally related to","resistance to chemicals","210224959","13.6925"
"edelfosine","is functionally related to","resistance to chemicals","210226542","13.6925"
"edelfosine","gene product variant increases","resistance to chemicals","210145380","13.6925"
"edelfosine","gene product variant decreases","resistance to chemicals","210133565","13.6925"
"2,4-dichlorophenol","is adjacent to","resistance to chemicals","210143485","11.3477"
"2,4-dichlorophenol","is adjacent to","resistance to chemicals","210203348","11.3477"
"2,4-dichlorophenol","is adjacent to","resistance to chemicals","210221348","11.3477"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210168462","11.3477"
"2,4-dichlorophenol","affects","resistance to chemicals","210174811","11.3477"
"2,4-dichlorophenol","affects","resistance to chemicals","210219106","11.3477"
"2,4-dichlorophenol","gene product variant increases","resistance to chemicals","210150953","11.3477"
"2,4-dichlorophenol","gene product variant decreases","resistance to chemicals","210109640","11.3477"
"parachlorophenol","is adjacent to","resistance to chemicals","170995063","9.5435"
"parachlorophenol","is adjacent to","resistance to chemicals","210142189","9.5435"
"parachlorophenol","is adjacent to","resistance to chemicals","210170766","9.5435"
"parachlorophenol","is adjacent to","resistance to chemicals","210213142","10.3318"
"parachlorophenol","is adjacent to","resistance to chemicals","210219161","9.5435"
"parachlorophenol","is functionally related to","resistance to chemicals","171020563","9.5435"
"parachlorophenol","is functionally related to","resistance to chemicals","210104813","9.5435"
"parachlorophenol","is functionally related to","resistance to chemicals","210117984","10.3318"
"parachlorophenol","is functionally related to","resistance to chemicals","210122367","10.3318"
"parachlorophenol","is functionally related to","resistance to chemicals","210180971","10.3318"
"parachlorophenol","is functionally related to","resistance to chemicals","210228435","10.3318"
"parachlorophenol","is functionally related to","resistance to chemicals","210232459","10.3318"
"parachlorophenol","affects","resistance to chemicals","210133167","10.3318"
"parachlorophenol","affects","resistance to chemicals","210231464","9.5435"
"parachlorophenol","gene product variant increases","resistance to chemicals","210175916","10.3318"
"parachlorophenol","gene product variant increases","resistance to chemicals","210187816","9.5435"
"parachlorophenol","gene product variant does not result in abnormal","resistance to chemicals","210139020","9.5435"
"parachlorophenol","gene product variant does not result in abnormal","resistance to chemicals","210184588","10.3318"
"benzethonium chloride","is adjacent to","resistance to chemicals","210152809","9.0274"
"benzethonium chloride","is adjacent to","resistance to chemicals","210159246","9.0274"
"benzethonium chloride","is functionally related to","resistance to chemicals","210170190","9.0274"
"benzethonium chloride","is functionally related to","resistance to chemicals","210187478","9.0274"
"benzethonium chloride","affects","resistance to chemicals","210111986","9.0274"
"benzethonium chloride","affects","resistance to chemicals","210129118","9.0274"
"benzethonium chloride","gene product variant increases","resistance to chemicals","210178960","9.0274"
"benzethonium chloride","gene product variant decreases","resistance to chemicals","210204245","9.0274"
"zinc chloride","is a","resistance to chemicals","210175395","8.6606"
"zinc chloride","is a","resistance to chemicals","210177394","9.5188"
"zinc chloride","is adjacent to","resistance to chemicals","210110640","8.6606"
"zinc chloride","is adjacent to","resistance to chemicals","210117221","9.5188"
"zinc chloride","is adjacent to","resistance to chemicals","210178924","8.6606"
"zinc chloride","is adjacent to","resistance to chemicals","210210348","8.6606"
"zinc chloride","is adjacent to","resistance to chemicals","210212950","8.6606"
"zinc chloride","is functionally related to","resistance to chemicals","210118019","8.6606"
"zinc chloride","is functionally related to","resistance to chemicals","210182920","8.6606"
"zinc chloride","affects","resistance to chemicals","210114223","9.5188"
"zinc chloride","affects","resistance to chemicals","210153964","9.5188"
"zinc chloride","gene product variant increases","resistance to chemicals","210142913","9.5188"
"zinc chloride","gene product variant increases","resistance to chemicals","210189187","8.6606"
"zinc chloride","gene product variant increases","resistance to chemicals","210225936","9.5188"
"zinc chloride","gene product variant increases","resistance to chemicals","210238894","9.5188"
"zinc chloride","gene product variant decreases","resistance to chemicals","210222738","9.5188"
"muconomycin a","is adjacent to","resistance to chemicals","210151950","9.5342"
"muconomycin a","is adjacent to","resistance to chemicals","210226548","9.5342"
"muconomycin a","is functionally related to","resistance to chemicals","210221809","9.5342"
"muconomycin a","affects","resistance to chemicals","210192376","9.5342"
"muconomycin a","affects","resistance to chemicals","210242076","9.5342"
"muconomycin a","gene product variant decreases","resistance to chemicals","210108359","9.5342"
"muconomycin a","gene product variant decreases","resistance to chemicals","210124931","9.5342"
"muconomycin a","gene product variant does not result in abnormal","resistance to chemicals","210232541","9.5342"
"sulfometuron methyl","is adjacent to","resistance to chemicals","210142497","11.8042"
"sulfometuron methyl","is adjacent to","resistance to chemicals","210167830","11.8042"
"sulfometuron methyl","is functionally related to","resistance to chemicals","210148014","11.8042"
"sulfometuron methyl","is functionally related to","resistance to chemicals","210149835","11.8042"
"sulfometuron methyl","is functionally related to","resistance to chemicals","210156903","11.8042"
"sulfometuron methyl","is functionally related to","resistance to chemicals","210231725","11.8042"
"sulfometuron methyl","is functionally related to","resistance to chemicals","210238856","11.8042"
"sulfometuron methyl","gene product variant increases","resistance to chemicals","210182040","11.8042"
"sodium selenide","is adjacent to","resistance to chemicals","210135278","13.4866"
"sodium selenide","is adjacent to","resistance to chemicals","210144668","13.4866"
"sodium selenide","is adjacent to","resistance to chemicals","210231726","13.4866"
"sodium selenide","is functionally related to","resistance to chemicals","210119852","13.4866"
"sodium selenide","is functionally related to","resistance to chemicals","210226174","13.4866"
"sodium selenide","affects","resistance to chemicals","210228402","13.4866"
"sodium selenide","affects","resistance to chemicals","210229307","13.4866"
"sodium selenide","gene product variant increases","resistance to chemicals","210123450","13.4866"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210106230","8.7814"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210127823","8.5533"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210131401","11.4257"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210185789","8.7814"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210190740","9.7808"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210193527","8.5533"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210215244","9.7808"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210220928","11.4257"
"isobutyl alcohol","is adjacent to","resistance to chemicals","210228724","8.7814"
"isobutyl alcohol","is functionally related to","resistance to chemicals","210197638","11.4257"
"isobutyl alcohol","is functionally related to","resistance to chemicals","210197848","8.7814"
"isobutyl alcohol","is functionally related to","resistance to chemicals","210223634","9.7808"
"isobutyl alcohol","affects","resistance to chemicals","210130276","8.7814"
"isobutyl alcohol","affects","resistance to chemicals","210150949","8.7814"
"isobutyl alcohol","affects","resistance to chemicals","210155543","8.5533"
"isobutyl alcohol","affects","resistance to chemicals","210156898","9.7808"
"isobutyl alcohol","affects","resistance to chemicals","210159138","8.7814"
"isobutyl alcohol","affects","resistance to chemicals","210167317","8.5533"
"isobutyl alcohol","affects","resistance to chemicals","210212096","9.7808"
"isobutyl alcohol","affects","resistance to chemicals","210218309","11.4257"
"isobutyl alcohol","affects","resistance to chemicals","210234055","11.4257"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210102159","8.5533"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210103622","8.5533"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210111772","8.5533"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210121261","8.7814"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210157815","9.7808"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210188825","9.7808"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210194906","11.4257"
"isobutyl alcohol","gene product variant decreases","resistance to chemicals","210213219","11.4257"
"isobutyl alcohol","gene product variant does not result in abnormal","resistance to chemicals","210134869","8.5533"
"isobutyl alcohol","gene product variant does not result in abnormal","resistance to chemicals","210163859","9.7808"
"isobutyl alcohol","gene product variant does not result in abnormal","resistance to chemicals","210223200","11.4257"
"cordycepin","is adjacent to","resistance to chemicals","210106674","11.0149"
"cordycepin","is adjacent to","resistance to chemicals","210144502","11.0149"
"cordycepin","is functionally related to","resistance to chemicals","210218150","11.0149"
"cordycepin","is functionally related to","resistance to chemicals","210226004","11.0149"
"cordycepin","affects","resistance to chemicals","210232507","11.0149"
"cordycepin","gene product variant increases","resistance to chemicals","210177674","11.0149"
"cordycepin","gene product variant increases","resistance to chemicals","210187329","11.0149"
"cordycepin","gene product variant increases","resistance to chemicals","210226596","11.0149"
"dyclonine","is adjacent to","resistance to chemicals","210176972","11.1724"
"dyclonine","is functionally related to","resistance to chemicals","210128759","11.1724"
"dyclonine","is functionally related to","resistance to chemicals","210147457","11.1724"
"dyclonine","is functionally related to","resistance to chemicals","210149812","11.1724"
"dyclonine","is functionally related to","resistance to chemicals","210214069","11.1724"
"dyclonine","is functionally related to","resistance to chemicals","210231381","11.1724"
"dyclonine","affects","resistance to chemicals","210140846","11.1724"
"dyclonine","gene product variant does not result in abnormal","resistance to chemicals","210223104","11.1724"
"fenpropimorph","is adjacent to","resistance to chemicals","210137319","10.1298"
"fenpropimorph","is adjacent to","resistance to chemicals","210160680","8.4027"
"fenpropimorph","is adjacent to","resistance to chemicals","210205520","8.4027"
"fenpropimorph","is adjacent to","resistance to chemicals","210222721","10.1298"
"fenpropimorph","is adjacent to","resistance to chemicals","210224985","8.4027"
"fenpropimorph","is adjacent to","resistance to chemicals","210233998","10.1298"
"fenpropimorph","is functionally related to","resistance to chemicals","210131437","10.1298"
"fenpropimorph","is functionally related to","resistance to chemicals","210189805","8.4027"
"fenpropimorph","is functionally related to","resistance to chemicals","210230293","10.1298"
"fenpropimorph","affects","resistance to chemicals","210129623","8.4027"
"fenpropimorph","affects","resistance to chemicals","210164237","8.4027"
"fenpropimorph","affects","resistance to chemicals","210216802","8.4027"
"fenpropimorph","gene product variant decreases","resistance to chemicals","210166854","10.1298"
"fenpropimorph","gene product variant decreases","resistance to chemicals","210231068","8.4027"
"fenpropimorph","gene product variant decreases","resistance to chemicals","210235314","10.1298"
"fenpropimorph","gene product variant does not result in abnormal","resistance to chemicals","210175548","10.1298"
"sodium cation","is adjacent to","resistance to chemicals","210101986","9.7462"
"sodium cation","is adjacent to","resistance to chemicals","210197570","8.1568"
"sodium cation","is adjacent to","resistance to chemicals","210219473","9.7462"
"sodium cation","is adjacent to","resistance to chemicals","210226068","8.1568"
"sodium cation","is functionally related to","resistance to chemicals","210101509","8.1568"
"sodium cation","is functionally related to","resistance to chemicals","210226481","9.7462"
"sodium cation","affects","resistance to chemicals","210132678","9.7462"
"sodium cation","affects","resistance to chemicals","210191566","9.7462"
"sodium cation","affects","resistance to chemicals","210225043","9.7462"
"sodium cation","affects","resistance to chemicals","210226606","8.1568"
"sodium cation","affects","resistance to chemicals","210232518","8.1568"
"sodium cation","gene product variant increases","resistance to chemicals","210145564","8.1568"
"sodium cation","gene product variant decreases","resistance to chemicals","210107081","8.1568"
"sodium cation","gene product variant decreases","resistance to chemicals","210209868","9.7462"
"sodium cation","gene product variant decreases","resistance to chemicals","210228534","9.7462"
"sodium cation","gene product variant does not result in abnormal","resistance to chemicals","210187780","8.1568"
"ascomycin","is a","resistance to chemicals","210155874","8.3938"
"ascomycin","is adjacent to","resistance to chemicals","210134374","8.4409"
"ascomycin","is adjacent to","resistance to chemicals","210190486","8.3938"
"ascomycin","is adjacent to","resistance to chemicals","210190507","8.3938"
"ascomycin","is functionally related to","resistance to chemicals","210112952","8.4409"
"ascomycin","is functionally related to","resistance to chemicals","210166007","8.3938"
"ascomycin","affects","resistance to chemicals","210140142","8.4409"
"ascomycin","affects","resistance to chemicals","210224331","8.4409"
"ascomycin","affects","resistance to chemicals","210229719","8.3938"
"ascomycin","gene product variant increases","resistance to chemicals","210192844","8.3938"
"ascomycin","gene product variant increases","resistance to chemicals","210229581","8.4409"
"ascomycin","gene product variant decreases","resistance to chemicals","210152975","8.3938"
"ascomycin","gene product variant decreases","resistance to chemicals","210226004","8.4409"
"ascomycin","gene product variant decreases","resistance to chemicals","210227961","8.4409"
"ascomycin","gene product variant does not result in abnormal","resistance to chemicals","210125327","8.3938"
"ascomycin","gene product variant does not result in abnormal","resistance to chemicals","210170476","8.4409"
"calcofluor white","is adjacent to","resistance to chemicals","210134544","8.4995"
"calcofluor white","is adjacent to","resistance to chemicals","210226556","8.4995"
"calcofluor white","is functionally related to","resistance to chemicals","210182214","8.4995"
"calcofluor white","is functionally related to","resistance to chemicals","210185625","8.4995"
"calcofluor white","is functionally related to","resistance to chemicals","210217458","8.4995"
"calcofluor white","is functionally related to","resistance to chemicals","210220537","8.4995"
"calcofluor white","is functionally related to","resistance to chemicals","210225043","8.4995"
"calcofluor white","gene product variant decreases","resistance to chemicals","210232488","8.4995"
"tunicamycin","is adjacent to","resistance to chemicals","210178709","10.801"
"tunicamycin","is adjacent to","resistance to chemicals","210194133","10.801"
"tunicamycin","is adjacent to","resistance to chemicals","210225270","10.801"
"tunicamycin","is functionally related to","resistance to chemicals","210166007","10.801"
"tunicamycin","affects","resistance to chemicals","210165433","10.801"
"tunicamycin","affects","resistance to chemicals","210222855","10.801"
"tunicamycin","affects","resistance to chemicals","210225420","10.801"
"tunicamycin","gene product variant increases","resistance to chemicals","210219883","10.801"
"toxaphene","is a","resistance to chemicals","210174546","11.1356"
"toxaphene","is adjacent to","resistance to chemicals","210188825","11.1356"
"toxaphene","is adjacent to","resistance to chemicals","210226560","11.1356"
"toxaphene","is functionally related to","resistance to chemicals","210105411","11.1356"
"toxaphene","is functionally related to","resistance to chemicals","210232439","11.1356"
"toxaphene","affects","resistance to chemicals","210102840","11.1356"
"toxaphene","affects","resistance to chemicals","210225043","11.1356"
"toxaphene","gene product variant decreases","resistance to chemicals","210107950","11.1356"
"toxaphene","gene product variant decreases","resistance to chemicals","210118502","11.1356"
"ypt6 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210116215","10.3309"
"ypt6 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210154452","10.3309"
"ypt6 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210159810","10.3309"
"ypt6 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210211895","10.3309"
"ypt6 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210114103","10.3309"
"ypt6 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210146871","10.3309"
"ypt6 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210182679","10.3309"
"ypt6 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210187236","10.3309"
"rvs161 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210103622","12.1281"
"rvs161 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210144303","12.1281"
"rvs161 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210140574","12.1281"
"rvs161 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210203538","12.1281"
"rvs161 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210155333","12.1281"
"rvs161 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210236074","12.1281"
"rvs161 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210139726","12.1281"
"rvs161 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210240199","12.1281"
"pol4 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210142121","8.8611"
"pol4 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210226548","8.8611"
"pol4 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210107090","8.8611"
"pol4 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210138656","8.8611"
"pol4 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210235710","8.8611"
"pol4 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","210215635","8.8611"
"pol4 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210200880","8.8611"
"pol4 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210238463","8.8611"
"bur2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","171020580","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210168544","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210228362","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210102774","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210116994","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210209201","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210226522","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","resistance to chemicals","210187236","11.2739"
"bur2 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","resistance to chemicals","210215337","11.2739"
"ifh1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210167379","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210223423","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210110078","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210183690","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210207979","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210150012","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210221506","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","210226574","9.1329"
"ifh1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210226154","9.1329"
"lcb5 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210180209","9.646"
"lcb5 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210187027","9.646"
"lcb5 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","210228550","9.646"
"lcb5 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","210209210","9.646"
"lcb5 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210143485","9.646"
"lcb5 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","210212984","9.646"
"lcb5 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210114522","9.646"
"lcb5 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","210159711","9.646"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","zinc chloride","210116058","9.4028"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","zinc chloride","210235783","9.4028"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","ady2 (saccharomyces cerevisiae s288c)","210134724","11.0149"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","ady2 (saccharomyces cerevisiae s288c)","210166279","11.0149"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","ady2 (saccharomyces cerevisiae s288c)","210222888","11.0149"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","ady2 (saccharomyces cerevisiae s288c)","210235831","11.0149"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","ady2 (saccharomyces cerevisiae s288c)","210237665","11.0149"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","neomycin","210112952","8.9766"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","neomycin","210128409","8.9766"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","neomycin","210141721","8.9766"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","neomycin","210237869","8.9766"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210104633","12.5731"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210146871","12.5731"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210233881","12.5731"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210236263","12.5731"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210101986","9.3144"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210142497","9.3144"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210160293","9.3144"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","st. john's wort extract","210238464","9.3144"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","stress resistance","210141485","13.8736"
"adp1 (saccharomyces cerevisiae s288c)","is adjacent to","stress resistance","210152144","13.8736"
"adp1 (saccharomyces cerevisiae s288c)","is functionally related to","zinc chloride","210112187","9.4028"
"adp1 (saccharomyces cerevisiae s288c)","is functionally related to","zinc chloride","210153692","9.4028"
"adp1 (saccharomyces cerevisiae s288c)","is functionally related to","rvs161 (saccharomyces cerevisiae s288c)","210145254","11.3545"
"adp1 (saccharomyces cerevisiae s288c)","is functionally related to","rvs161 (saccharomyces cerevisiae s288c)","210235996","11.3545"
