"Subject","Predicate","Object","Provenance","Score"
"1-butanol","is adjacent to","resistance to chemicals","210197739","10.3309"
"1-butanol","is adjacent to","resistance to chemicals","210222175","10.3309"
"1-butanol","is adjacent to","resistance to chemicals","210237466","10.0058"
"1-butanol","is functionally related to","resistance to chemicals","171030449","10.0058"
"1-butanol","is functionally related to","resistance to chemicals","210107068","11.2426"
"1-butanol","is functionally related to","resistance to chemicals","210174057","11.2426"
"1-butanol","is functionally related to","resistance to chemicals","210177643","11.2426"
"1-butanol","is functionally related to","resistance to chemicals","210181825","10.0058"
"1-butanol","is functionally related to","resistance to chemicals","210198123","10.3309"
"1-butanol","is functionally related to","resistance to chemicals","210235562","10.0058"
"1-butanol","affects","resistance to chemicals","210158487","10.0058"
"1-butanol","affects","resistance to chemicals","210190853","10.0058"
"1-butanol","affects","resistance to chemicals","210215050","10.3309"
"1-butanol","gene product variant increases","resistance to chemicals","210120257","10.0058"
"1-butanol","gene product variant increases","resistance to chemicals","210141595","10.3309"
"1-butanol","gene product variant decreases","resistance to chemicals","210122618","10.3309"
"1-butanol","gene product variant decreases","resistance to chemicals","210125861","10.3309"
"1-butanol","gene product variant decreases","resistance to chemicals","210130966","11.2426"
"1-butanol","gene product variant decreases","resistance to chemicals","210216319","11.2426"
"1-butanol","gene product variant decreases","resistance to chemicals","210226267","10.0058"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210107011","8.1471"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210113957","9.8967"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210120289","9.8967"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210136927","9.4198"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210139322","9.8967"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210165991","8.1471"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210176294","8.1471"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210180695","9.4198"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210189823","9.4198"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210226548","12.1836"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210235913","8.1471"
"2,4-diacetylphloroglucinol","is adjacent to","resistance to chemicals","210236211","9.4198"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210107198","12.1836"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210146483","12.1836"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210156479","9.8967"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210188290","12.1836"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210189190","12.1836"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210191320","9.4198"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210224463","9.8967"
"2,4-diacetylphloroglucinol","is functionally related to","resistance to chemicals","210234727","12.1836"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210111901","9.4198"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210116830","12.1836"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210120806","8.1471"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210129407","12.1836"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210149511","9.4198"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210223532","9.8967"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210227732","9.4198"
"2,4-diacetylphloroglucinol","affects","resistance to chemicals","210236982","9.4198"
"2,4-diacetylphloroglucinol","gene product variant increases","resistance to chemicals","210108545","8.1471"
"2,4-diacetylphloroglucinol","gene product variant increases","resistance to chemicals","210120257","9.4198"
"2,4-diacetylphloroglucinol","gene product variant increases","resistance to chemicals","210123216","9.8967"
"2,4-diacetylphloroglucinol","gene product variant increases","resistance to chemicals","210196598","9.8967"
"2,4-diacetylphloroglucinol","gene product variant increases","resistance to chemicals","210225226","8.1471"
"2,4-diacetylphloroglucinol","gene product variant increases","resistance to chemicals","210234026","8.1471"
"2,4-diacetylphloroglucinol","gene product variant decreases","resistance to chemicals","210198497","8.1471"
"2,4-diacetylphloroglucinol","gene product variant decreases","resistance to chemicals","210208903","9.8967"
"2,4-diacetylphloroglucinol","gene product variant decreases","resistance to chemicals","210210551","12.1836"
"monorden","is a","resistance to chemicals","210205376","8.5533"
"monorden","is adjacent to","resistance to chemicals","210108948","13.9851"
"monorden","is adjacent to","resistance to chemicals","210136075","8.5533"
"monorden","is adjacent to","resistance to chemicals","210146990","8.5533"
"monorden","is adjacent to","resistance to chemicals","210219504","8.5533"
"monorden","is functionally related to","resistance to chemicals","210119985","13.9851"
"monorden","is functionally related to","resistance to chemicals","210173742","13.9851"
"monorden","is functionally related to","resistance to chemicals","210196979","13.9851"
"monorden","is functionally related to","resistance to chemicals","210241974","13.9851"
"monorden","affects","resistance to chemicals","210103923","8.5533"
"monorden","affects","resistance to chemicals","210108916","8.5533"
"monorden","affects","resistance to chemicals","210155186","13.9851"
"monorden","affects","resistance to chemicals","210176667","8.5533"
"monorden","affects","resistance to chemicals","210185879","13.9851"
"monorden","affects","resistance to chemicals","210227273","8.5533"
"monorden","gene product variant increases","resistance to chemicals","210153692","13.9851"
"monorden","gene product variant increases","resistance to chemicals","210236451","13.9851"
"monorden","gene product variant decreases","resistance to chemicals","210214418","8.5533"
"tirapazamine","is adjacent to","resistance to chemicals","210120322","9.5808"
"tirapazamine","is adjacent to","resistance to chemicals","210228028","9.5808"
"tirapazamine","is functionally related to","resistance to chemicals","210172165","9.5808"
"tirapazamine","affects","resistance to chemicals","210152456","9.5808"
"tirapazamine","affects","resistance to chemicals","210161190","9.5808"
"tirapazamine","affects","resistance to chemicals","210188231","9.5808"
"tirapazamine","gene product variant increases","resistance to chemicals","210141600","9.5808"
"tirapazamine","gene product variant increases","resistance to chemicals","210209402","9.5808"
"tirapazamine","gene product variant decreases","resistance to chemicals","210208831","9.5808"
"l-iditol","is adjacent to","resistance to chemicals","210183679","8.7382"
"l-iditol","is adjacent to","resistance to chemicals","210226556","8.7382"
"l-iditol","is functionally related to","resistance to chemicals","210102916","8.7382"
"l-iditol","is functionally related to","resistance to chemicals","210132812","8.7382"
"l-iditol","is functionally related to","resistance to chemicals","210164307","8.7382"
"l-iditol","is functionally related to","resistance to chemicals","210172454","8.7382"
"l-iditol","affects","resistance to chemicals","210168607","8.7382"
"l-iditol","affects","resistance to chemicals","210208363","8.7382"
"l-iditol","gene product variant increases","resistance to chemicals","210140561","8.7382"
"edelfosine","is functionally related to","resistance to chemicals","210103035","9.1502"
"edelfosine","is functionally related to","resistance to chemicals","210175805","9.1502"
"edelfosine","is functionally related to","resistance to chemicals","210203495","9.1502"
"edelfosine","is functionally related to","resistance to chemicals","210223506","9.1502"
"edelfosine","affects","resistance to chemicals","210103444","9.1502"
"edelfosine","affects","resistance to chemicals","210220099","9.1502"
"edelfosine","gene product variant increases","resistance to chemicals","210114872","9.1502"
"edelfosine","gene product variant increases","resistance to chemicals","210133915","9.1502"
"edelfosine","gene product variant decreases","resistance to chemicals","210170995","9.1502"
"2,4-dichlorophenol","is a","resistance to chemicals","210198999","9.4956"
"2,4-dichlorophenol","is a","resistance to chemicals","210225226","9.5188"
"2,4-dichlorophenol","is adjacent to","resistance to chemicals","210136894","9.277"
"2,4-dichlorophenol","is adjacent to","resistance to chemicals","210158417","9.277"
"2,4-dichlorophenol","is adjacent to","resistance to chemicals","210161819","9.5188"
"2,4-dichlorophenol","is adjacent to","resistance to chemicals","210166974","9.4956"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210119248","9.4956"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210122771","9.4956"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210122891","9.5188"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210123996","9.277"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210129061","9.277"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210163280","9.277"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210194841","9.277"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210203777","9.5188"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210204198","9.4956"
"2,4-dichlorophenol","is functionally related to","resistance to chemicals","210241589","9.5188"
"2,4-dichlorophenol","affects","resistance to chemicals","210129892","9.277"
"2,4-dichlorophenol","affects","resistance to chemicals","210140878","9.5188"
"2,4-dichlorophenol","affects","resistance to chemicals","210173364","9.4956"
"2,4-dichlorophenol","affects","resistance to chemicals","210188716","9.4956"
"2,4-dichlorophenol","affects","resistance to chemicals","210197283","9.277"
"2,4-dichlorophenol","affects","resistance to chemicals","210212234","9.5188"
"2,4-dichlorophenol","gene product variant increases","resistance to chemicals","210107236","9.4956"
"2,4-dichlorophenol","gene product variant increases","resistance to chemicals","210111790","9.5188"
"2,4-dichlorophenol","gene product variant increases","resistance to chemicals","210115481","9.4956"
"2,4-dichlorophenol","gene product variant increases","resistance to chemicals","210136632","9.5188"
"2,4-dichlorophenol","gene product variant decreases","resistance to chemicals","210104084","9.277"
"2,4-dichlorophenol","gene product variant decreases","resistance to chemicals","210159168","9.277"
"5-hydroxymethylfurfural","is adjacent to","resistance to chemicals","210110205","9.2603"
"5-hydroxymethylfurfural","is adjacent to","resistance to chemicals","210125861","9.2603"
"5-hydroxymethylfurfural","is adjacent to","resistance to chemicals","210129166","9.2603"
"5-hydroxymethylfurfural","is adjacent to","resistance to chemicals","210155653","9.2603"
"5-hydroxymethylfurfural","is adjacent to","resistance to chemicals","210160977","8.5132"
"5-hydroxymethylfurfural","is adjacent to","resistance to chemicals","210225402","9.2603"
"5-hydroxymethylfurfural","is adjacent to","resistance to chemicals","210233394","9.2603"
"5-hydroxymethylfurfural","is functionally related to","resistance to chemicals","210104346","8.5132"
"5-hydroxymethylfurfural","is functionally related to","resistance to chemicals","210121261","8.5132"
"5-hydroxymethylfurfural","is functionally related to","resistance to chemicals","210185340","8.5132"
"5-hydroxymethylfurfural","is functionally related to","resistance to chemicals","210228637","8.5132"
"5-hydroxymethylfurfural","affects","resistance to chemicals","210114966","9.2603"
"5-hydroxymethylfurfural","affects","resistance to chemicals","210161241","9.2603"
"5-hydroxymethylfurfural","affects","resistance to chemicals","210166316","8.5132"
"5-hydroxymethylfurfural","affects","resistance to chemicals","210185596","8.5132"
"5-hydroxymethylfurfural","affects","resistance to chemicals","210231225","8.5132"
"5-hydroxymethylfurfural","gene product variant increases","resistance to chemicals","210147843","8.5132"
"5-hydroxymethylfurfural","gene product variant decreases","resistance to chemicals","210170959","9.2603"
"trichothecin","is a","resistance to chemicals","210134445","10.234"
"trichothecin","is a","resistance to chemicals","210178577","11.1882"
"trichothecin","is adjacent to","resistance to chemicals","170995050","11.1754"
"trichothecin","is adjacent to","resistance to chemicals","210105252","9.4228"
"trichothecin","is adjacent to","resistance to chemicals","210112161","10.234"
"trichothecin","is adjacent to","resistance to chemicals","210120833","9.4228"
"trichothecin","is adjacent to","resistance to chemicals","210120913","11.1882"
"trichothecin","is adjacent to","resistance to chemicals","210129466","13.6925"
"trichothecin","is adjacent to","resistance to chemicals","210139924","13.6925"
"trichothecin","is adjacent to","resistance to chemicals","210140431","11.1882"
"trichothecin","is adjacent to","resistance to chemicals","210182605","9.4228"
"trichothecin","is adjacent to","resistance to chemicals","210194372","11.1882"
"trichothecin","is adjacent to","resistance to chemicals","210204954","10.234"
"trichothecin","is adjacent to","resistance to chemicals","210214587","11.1754"
"trichothecin","is adjacent to","resistance to chemicals","210215985","9.4228"
"trichothecin","is adjacent to","resistance to chemicals","210226906","11.1882"
"trichothecin","is adjacent to","resistance to chemicals","210229515","11.4015"
"trichothecin","is functionally related to","resistance to chemicals","210114800","10.234"
"trichothecin","is functionally related to","resistance to chemicals","210133186","11.4015"
"trichothecin","is functionally related to","resistance to chemicals","210135978","10.234"
"trichothecin","is functionally related to","resistance to chemicals","210138572","11.1882"
"trichothecin","is functionally related to","resistance to chemicals","210142008","11.4015"
"trichothecin","is functionally related to","resistance to chemicals","210154867","10.234"
"trichothecin","is functionally related to","resistance to chemicals","210180208","11.1754"
"trichothecin","is functionally related to","resistance to chemicals","210182429","11.1754"
"trichothecin","is functionally related to","resistance to chemicals","210187611","9.4228"
"trichothecin","is functionally related to","resistance to chemicals","210192503","11.4015"
"trichothecin","is functionally related to","resistance to chemicals","210224959","13.6925"
"trichothecin","is functionally related to","resistance to chemicals","210231800","9.4228"
"trichothecin","is functionally related to","resistance to chemicals","210236284","9.4228"
"trichothecin","affects","resistance to chemicals","210114950","13.6925"
"trichothecin","affects","resistance to chemicals","210117076","11.4015"
"trichothecin","affects","resistance to chemicals","210117194","13.6925"
"trichothecin","affects","resistance to chemicals","210118393","11.4015"
"trichothecin","affects","resistance to chemicals","210126082","11.1754"
"trichothecin","affects","resistance to chemicals","210147610","11.1754"
"trichothecin","affects","resistance to chemicals","210149235","11.4015"
"trichothecin","affects","resistance to chemicals","210151649","11.1754"
"trichothecin","affects","resistance to chemicals","210171242","11.1754"
"trichothecin","affects","resistance to chemicals","210181313","11.1882"
"trichothecin","affects","resistance to chemicals","210189289","11.1754"
"trichothecin","affects","resistance to chemicals","210212694","11.1882"
"trichothecin","affects","resistance to chemicals","210214716","11.4015"
"trichothecin","affects","resistance to chemicals","210216977","10.234"
"trichothecin","affects","resistance to chemicals","210226004","10.234"
"trichothecin","affects","resistance to chemicals","210227268","13.6925"
"trichothecin","affects","resistance to chemicals","210233977","13.6925"
"trichothecin","affects","resistance to chemicals","210234030","9.4228"
"trichothecin","affects","resistance to chemicals","210235320","11.1882"
"trichothecin","affects","resistance to chemicals","210242076","13.6925"
"trichothecin","gene product variant increases","resistance to chemicals","210117048","9.4228"
"trichothecin","gene product variant increases","resistance to chemicals","210209949","11.4015"
"trichothecin","gene product variant increases","resistance to chemicals","210233570","9.4228"
"trichothecin","gene product variant decreases","resistance to chemicals","210105501","10.234"
"trichothecin","gene product variant decreases","resistance to chemicals","210126912","13.6925"
"trichothecin","gene product variant decreases","resistance to chemicals","210227319","11.1882"
"tubulazole","is adjacent to","resistance to chemicals","210107068","9.1577"
"tubulazole","is adjacent to","resistance to chemicals","210235562","9.1577"
"tubulazole","is functionally related to","resistance to chemicals","210123225","9.1577"
"tubulazole","is functionally related to","resistance to chemicals","210230308","9.1577"
"tubulazole","is functionally related to","resistance to chemicals","210237978","9.1577"
"tubulazole","gene product variant increases","resistance to chemicals","210131284","9.1577"
"tubulazole","gene product variant increases","resistance to chemicals","210135889","9.1577"
"tubulazole","gene product variant increases","resistance to chemicals","210171531","9.1577"
"tubulazole","gene product variant increases","resistance to chemicals","210224460","9.1577"
"tubulazole","gene product variant increases","resistance to chemicals","210235629","9.1577"
"parachlorophenol","is a","resistance to chemicals","210179412","9.5221"
"parachlorophenol","is adjacent to","resistance to chemicals","171005704","9.5342"
"parachlorophenol","is adjacent to","resistance to chemicals","210103810","9.5221"
"parachlorophenol","is adjacent to","resistance to chemicals","210126639","9.5342"
"parachlorophenol","is adjacent to","resistance to chemicals","210133969","9.515"
"parachlorophenol","is adjacent to","resistance to chemicals","210141055","9.5221"
"parachlorophenol","is adjacent to","resistance to chemicals","210158487","10.235"
"parachlorophenol","is adjacent to","resistance to chemicals","210164707","9.5221"
"parachlorophenol","is adjacent to","resistance to chemicals","210169556","10.235"
"parachlorophenol","is adjacent to","resistance to chemicals","210169719","9.515"
"parachlorophenol","is adjacent to","resistance to chemicals","210174231","9.5342"
"parachlorophenol","is adjacent to","resistance to chemicals","210205317","9.515"
"parachlorophenol","is adjacent to","resistance to chemicals","210224987","9.5342"
"parachlorophenol","is functionally related to","resistance to chemicals","210145716","9.5342"
"parachlorophenol","is functionally related to","resistance to chemicals","210159694","9.5342"
"parachlorophenol","is functionally related to","resistance to chemicals","210164782","9.5221"
"parachlorophenol","is functionally related to","resistance to chemicals","210174231","9.5221"
"parachlorophenol","is functionally related to","resistance to chemicals","210179554","9.5221"
"parachlorophenol","is functionally related to","resistance to chemicals","210181782","9.515"
"parachlorophenol","is functionally related to","resistance to chemicals","210194433","9.515"
"parachlorophenol","is functionally related to","resistance to chemicals","210231800","10.235"
"parachlorophenol","is functionally related to","resistance to chemicals","210234727","9.5221"
"parachlorophenol","affects","resistance to chemicals","210112438","10.235"
"parachlorophenol","affects","resistance to chemicals","210121272","9.515"
"parachlorophenol","affects","resistance to chemicals","210151854","10.235"
"parachlorophenol","affects","resistance to chemicals","210161150","9.515"
"parachlorophenol","affects","resistance to chemicals","210190857","9.5221"
"parachlorophenol","affects","resistance to chemicals","210210166","10.235"
"parachlorophenol","affects","resistance to chemicals","210221941","10.235"
"parachlorophenol","affects","resistance to chemicals","210226548","9.5342"
"parachlorophenol","affects","resistance to chemicals","210237741","9.5342"
"parachlorophenol","affects","resistance to chemicals","210240052","9.515"
"parachlorophenol","gene product variant increases","resistance to chemicals","210113110","10.235"
"parachlorophenol","gene product variant increases","resistance to chemicals","210167173","10.235"
"parachlorophenol","gene product variant increases","resistance to chemicals","210215000","9.5342"
"parachlorophenol","gene product variant increases","resistance to chemicals","210216695","10.235"
"parachlorophenol","gene product variant decreases","resistance to chemicals","210148341","9.5221"
"parachlorophenol","gene product variant decreases","resistance to chemicals","210220007","9.515"
"benzethonium chloride","is adjacent to","resistance to chemicals","210122891","8.6286"
"benzethonium chloride","is adjacent to","resistance to chemicals","210186144","8.6286"
"benzethonium chloride","is adjacent to","resistance to chemicals","210192611","8.6286"
"benzethonium chloride","is functionally related to","resistance to chemicals","210118971","8.6286"
"benzethonium chloride","is functionally related to","resistance to chemicals","210176090","8.6286"
"benzethonium chloride","affects","resistance to chemicals","210183679","8.6286"
"benzethonium chloride","gene product variant increases","resistance to chemicals","210175280","8.6286"
"benzethonium chloride","gene product variant decreases","resistance to chemicals","210113420","8.6286"
"benzethonium chloride","gene product variant decreases","resistance to chemicals","210178676","8.6286"
"zinc chloride","is adjacent to","resistance to chemicals","210215795","10.467"
"zinc chloride","is adjacent to","resistance to chemicals","210237255","10.467"
"zinc chloride","is functionally related to","resistance to chemicals","210111225","9.525"
"zinc chloride","is functionally related to","resistance to chemicals","210156532","9.525"
"zinc chloride","is functionally related to","resistance to chemicals","210196017","10.467"
"zinc chloride","is functionally related to","resistance to chemicals","210205613","9.525"
"zinc chloride","is functionally related to","resistance to chemicals","210211368","10.467"
"zinc chloride","is functionally related to","resistance to chemicals","210218601","9.525"
"zinc chloride","affects","resistance to chemicals","210192503","9.525"
"zinc chloride","affects","resistance to chemicals","210234063","9.525"
"zinc chloride","affects","resistance to chemicals","210240938","9.525"
"zinc chloride","gene product variant increases","resistance to chemicals","210106580","10.467"
"zinc chloride","gene product variant increases","resistance to chemicals","210117610","10.467"
"zinc chloride","gene product variant increases","resistance to chemicals","210205520","10.467"
"zinc chloride","gene product variant increases","resistance to chemicals","210206454","10.467"
"zinc chloride","gene product variant decreases","resistance to chemicals","210163078","9.525"
